省份,城市,河流,流域,断面名称,监测时间,水质类别,水温,pH,pH类别,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度,叶绿素,藻密度,站点情况
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/25 0:00,Ⅴ,30.1,7.45,-,2.64,3.119,0.11,0.059,2.104,200,10.7,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/25 0:00,Ⅱ,26.55,7.92,-,7.351,2.07,0.025,0.0584,1.072,128.1,27.4,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/25 0:00,Ⅲ,25.06,7.15,-,5.95,2.286,0.025,0.0738,1.296,129.3,19.4,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/25 0:00,Ⅱ,27.31,7.14,-,6.324,2.429,0.0652,0.0536,2.118,237.1,14.4,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/25 0:00,Ⅱ,18.28,7.33,-,6.05,1.56,0.025,0.02,1.29,125.78,,,,维护
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/25 0:00,Ⅱ,28.16,6.76,-,6.864,1.9,0.0548,0.0783,1.191,196.4,43.7,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/25 0:00,劣Ⅴ,31.18,9.19,-,9.76,1.361,0.025,0.036,1.098,124.05,3.3,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/25 0:00,Ⅱ,27.68,7.05,-,6.508,2.731,0.07,0.0817,1.741,159.3,28.5,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/25 0:00,Ⅳ,28.65,7.276,-,3.523,2.33,0.5764,0.1579,2.2523,286.388,39.651,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/25 4:00,劣Ⅴ,29.9,9.12,-,9.384,0.99,0.03,0.012,0.741,112.2,2.4,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/25 4:00,Ⅳ,30.14,7.53,-,3.838,3.61,0.2487,0.1539,2.656,415.4,118.1,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/25 4:00,劣Ⅴ,29.9,9.59,-,9.042,4.24,0.025,0.005,0.584,110.7,2.29,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/25 4:00,Ⅴ,29.79,7.51,-,2.648,2.635,0.11,0.0808,1.855,211.3,11.4,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/25 4:00,劣Ⅴ,29.37,9.58,-,9.098,1.25,0.1,0.0086,0.47,115.1,2.6,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/25 4:00,Ⅱ,26.97,7.96,-,7.464,1.529,0.025,0.0574,1.434,134.3,18.1,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/25 4:00,Ⅲ,25.15,7.14,-,5.869,2.358,0.025,0.0688,1.074,130.1,17.2,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/25 4:00,Ⅲ,27.11,6.92,-,5.215,2.329,0.0835,0.0571,1.952,239.7,15.2,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/25 4:00,Ⅱ,19.82,7.44,-,6.73,1.02,0.025,0.02,1.25,129.03,,,,维护
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/25 4:00,Ⅱ,28.63,6.67,-,6.329,3.1,0.0604,0.0789,1.151,216.3,266.8,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/25 4:00,劣Ⅴ,31,9.11,-,9.5,1.395,0.025,0.034,1.165,122.53,3.09,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/25 4:00,Ⅱ,27.85,7.11,-,6.97,3.251,0.07,0.0791,1.682,162.8,150.3,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/25 4:00,Ⅳ,28.52,7.252,-,3.569,1.73,0.4017,0.1509,2.1139,283.703,36.063,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/25 8:00,劣Ⅴ,29.9,9.12,-,9.387,1.14,0.04,0.015,0.729,112.2,2.5,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/25 8:00,Ⅳ,30.09,7.53,-,3.846,3.02,0.4854,0.1471,,419.3,144,,,维护
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/25 8:00,劣Ⅴ,30,9.68,-,9.441,4.38,0.025,0.005,0.617,111.39,2.75,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/25 8:00,Ⅴ,29.94,7.5,-,2.977,2.635,0.11,0.0808,1.855,195.8,12.5,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/25 8:00,劣Ⅴ,29.38,9.59,-,9.398,1.62,0.07,0.0102,0.445,115.5,2.8,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/25 8:00,Ⅱ,25.83,7.75,-,6.563,3.17,0.025,0.0605,1.551,138.9,21.1,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/25 8:00,Ⅲ,24.96,7.12,-,5.672,2.286,0.025,0.0663,1.207,129.1,18.1,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/25 8:00,Ⅲ,27,6.83,-,5.083,2.304,0.101,0.06,2.276,243.9,15.1,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/25 8:00,Ⅱ,20.49,7.5,-,7.57,2.07,0.025,0.03,1.16,127.49,6.63,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/25 8:00,Ⅱ,27.83,6.82,-,7.077,2.2,0.0635,0.0773,1.336,190.2,67.2,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/25 8:00,劣Ⅴ,30.91,9.1,-,9.51,1.345,0.025,0.039,1.118,122.81,3.07,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/25 8:00,Ⅱ,27.72,7.05,-,6.35,2.731,0.08,0.084,1.671,161,35.8,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/25 8:00,Ⅳ,28.69,7.213,-,3.35,2.06,0.3329,0.1481,2.0613,270.903,36.826,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/25 12:00,劣Ⅴ,29.9,9.15,-,9.54,0.93,0.03,0.013,0.772,112.5,2.5,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/25 12:00,Ⅳ,30.62,7.54,-,4.142,3.02,0.4854,0.1471,,416.8,131.8,,,维护
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/25 12:00,劣Ⅴ,30.4,9.78,-,9.829,3.1,0.025,0.0102,0.542,112.47,2.25,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/25 12:00,劣Ⅴ,29.62,9.65,-,9.569,1.43,0.07,0.0105,0.514,115.8,2.7,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/25 12:00,Ⅱ,26.24,7.79,-,6.786,3.402,0.025,0.0606,1.32,143.6,17.6,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/25 12:00,Ⅲ,25.24,7.15,-,5.876,2.131,0.025,0.063,1.173,127.9,18.4,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/25 12:00,Ⅲ,27,6.78,-,5.649,2.362,0.1084,0.065,2.146,302.2,21,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/25 12:00,Ⅱ,18.44,7.38,-,6.43,1.3,0.025,0.02,1.2,128.99,,,,维护
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/25 12:00,Ⅱ,29.25,6.64,-,6.849,2,0.0705,0.0784,1.176,193.5,48.8,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/25 12:00,-3,31.38,9.31,-,10.24,,0.025,,,123.74,3.03,,,维护
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/25 12:00,Ⅱ,27.71,7.04,-,6.283,2.622,0.07,0.0804,1.674,160.5,33.6,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/25 12:00,Ⅳ,28.86,7.229,-,3.578,2.23,0.2945,0.1516,2.0336,269.494,50.863,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/25 16:00,劣Ⅴ,30.1,9.26,-,10.144,0.91,0.03,0.014,0.729,113.6,2.6,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/25 16:00,Ⅳ,30.85,7.54,-,4.216,3.28,0.23,0.1556,2.535,411.2,150.8,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/25 16:00,-3,31.1,9.79,-,9.963,,0.025,0.005,0.528,112.75,2.22,,,维护
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/25 16:00,Ⅳ,31.01,7.47,-,3.121,2.635,0.11,0.0808,1.855,187.4,15,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/25 16:00,劣Ⅴ,29.87,9.73,-,9.929,1.99,0.07,0.0086,0.413,116.7,2.8,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/25 16:00,Ⅱ,26.86,7.92,-,7.303,2.552,0.025,0.0517,1.378,134.1,16.5,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/25 16:00,Ⅲ,25.33,7.15,-,5.819,1.955,0.025,0.0659,1.132,128.9,20.6,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/25 16:00,Ⅱ,27.64,7.34,-,7.906,2.421,0.0474,0.0575,2.292,234.8,21,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/25 16:00,Ⅱ,18.27,7.34,-,6.28,1.42,0.025,0.02,1.17,122.8,,,,维护
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/25 16:00,Ⅱ,30.73,6.55,-,6.354,2.3,0.064,0.0781,1.219,219.2,48.5,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/25 16:00,-3,31.79,9.44,-,10.88,,0.025,0.044,1.206,125.38,9.8,,,维护
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/25 16:00,Ⅳ,27.73,7.03,-,6.314,6.264,0.8,0.2073,2.97,159.8,27.9,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/25 16:00,Ⅳ,28.99,7.269,-,3.88,1.99,0.2077,0.1523,1.9849,269.79,43.479,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/25 20:00,劣Ⅴ,30,9.15,-,9.721,0.91,0.03,0.014,0.697,112.8,2.5,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/25 20:00,Ⅳ,30.66,7.55,-,4.293,3.85,0.2385,0.1676,2.676,408.3,163,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/25 20:00,-3,30.7,9.76,-,9.653,,0.025,0.005,0.531,112.19,2.73,,,维护
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/25 20:00,Ⅳ,30.39,7.45,-,3.275,3.04,0.15,0.105,1.684,178.4,14.5,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/25 20:00,劣Ⅴ,29.57,9.73,-,9.896,1.56,0.07,0.0086,0.439,116.1,2.8,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/25 20:00,Ⅱ,26.03,7.79,-,6.792,2.617,0.025,0.0583,1.265,140.7,24.4,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/25 20:00,Ⅲ,24.96,7.14,-,5.65,1.8,0.025,0.0655,1.165,129,24.3,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/25 20:00,Ⅱ,27.21,7.41,-,7.448,2.554,0.0395,0.0548,1.959,232.8,17.8,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/25 20:00,Ⅱ,17.82,7.32,-,6.07,1.18,0.025,0.02,1.14,122.9,11.1,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/25 20:00,Ⅱ,28.49,6.71,-,6.794,2,0.0651,0.0789,1.235,189.7,40.7,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/25 20:00,劣Ⅴ,31.48,9.41,-,10.68,2.385,0.025,0.047,1.077,123.28,9.43,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/25 20:00,Ⅱ,27.79,7.06,-,6.192,2.751,0.07,0.0801,1.639,161.5,42.3,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/25 20:00,Ⅳ,28.83,7.205,-,3.33,1.81,0.1806,0.158,1.978,257.2,42.813,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/26 0:00,劣Ⅴ,29.9,9.14,-,9.482,1.11,0.03,0.02,0.747,112.4,2.5,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/26 0:00,Ⅳ,30.41,7.56,-,4.372,3.68,0.2947,0.1681,2.671,394.6,148.2,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/26 0:00,-3,30.4,9.72,-,9.322,,0.025,0.005,0.528,111.67,2.32,,,维护
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/26 0:00,Ⅴ,29.83,7.47,-,2.899,3.085,0.15,0.1009,1.766,185.6,15.2,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/26 0:00,劣Ⅴ,29.37,9.66,-,9.659,1.52,0.07,0.008,0.476,115.9,2.9,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/26 0:00,Ⅱ,26.65,7.97,-,7.565,2.249,0.025,0.045,1.659,133.8,21.9,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/26 0:00,Ⅲ,24.77,7.14,-,5.681,1.748,0.025,0.0624,1.173,128.6,19.3,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/26 0:00,Ⅱ,26.18,7.13,-,6.56,2.354,0.0463,0.0514,2.445,234.1,16,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/26 0:00,Ⅱ,18.55,7.35,-,6.17,1.32,0.025,0.02,1.18,126.04,,,,维护
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/26 0:00,Ⅱ,28.05,6.75,-,6.783,1.3,0.0489,0.0776,1.127,191.3,35.5,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/26 0:00,劣Ⅴ,31.05,9.3,-,10.31,1.55,0.025,0.041,1.098,121.71,9.06,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/26 0:00,Ⅱ,27.75,7.05,-,6.124,2.578,0.07,0.0811,1.665,160.9,33.9,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/26 0:00,Ⅳ,28.57,7.23,-,3.707,1.81,0.1806,0.158,1.978,251.917,39.879,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/26 4:00,劣Ⅴ,29.7,9.12,-,9.208,0.91,0.03,0.018,0.791,112.1,2.4,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/26 4:00,Ⅳ,30.3,7.56,-,4.693,3.57,0.2836,0.1676,2.575,387.4,148.4,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/26 4:00,-3,30.2,9.73,-,9.384,,0.025,0.005,0.518,111.51,2.48,,,维护
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/26 4:00,Ⅳ,29.53,7.42,-,3.055,3.03,0.15,0.1005,1.921,174.3,15.4,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/26 4:00,劣Ⅴ,29.16,9.6,-,9.313,1.39,0.12,0.0096,0.517,115.5,2.6,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/26 4:00,Ⅱ,26.86,8.02,-,7.751,1.981,0.025,0.0487,1.147,138.9,13.8,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/26 4:00,Ⅲ,24.77,7.14,-,5.638,1.728,0.025,0.0605,1.182,129.6,16.3,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/26 4:00,Ⅲ,25.98,6.96,-,5.801,2.187,0.0531,0.0492,2.096,237.6,13.9,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/26 4:00,Ⅱ,19.88,7.46,-,6.66,1.11,0.025,0.02,1.23,130.88,7.08,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/26 4:00,Ⅲ,28.73,6.7,-,5.986,2.3,0.0504,0.0779,1.143,228.3,44.8,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/26 4:00,-3,30.78,9.17,-,9.73,,0.025,0.042,1.098,119.37,8.63,,,维护
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/26 4:00,Ⅲ,27.74,7.05,-,6.14,5.136,0.07,0.0802,1.68,160.6,164.8,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/26 4:00,Ⅳ,28.35,7.241,-,3.709,1.95,0.0828,0.1435,1.9858,247.052,35.404,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/26 8:00,劣Ⅴ,29.6,9.13,-,9.127,1.06,0.05,0.018,0.753,111.9,2.4,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/26 8:00,Ⅳ,30.23,7.55,-,4.552,3.68,0.2674,0.1732,2.314,389.6,178.2,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/26 8:00,劣Ⅴ,30.3,9.75,-,9.507,3.78,0.025,0.005,0.602,111.97,2.58,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/26 8:00,Ⅳ,29.79,7.41,-,3.145,2.971,0.13,0.0911,2.016,174.3,14.6,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/26 8:00,劣Ⅴ,29.19,9.58,-,9.315,1.69,0.1,0.0077,0.533,115.4,2.9,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/26 8:00,Ⅱ,25.61,7.76,-,6.649,2.689,0.025,0.0581,1.517,141.1,21,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/26 8:00,Ⅲ,24.77,7.12,-,5.988,1.955,0.025,0.063,1.195,129.4,21.1,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/26 8:00,Ⅲ,25.88,6.88,-,5.328,2.187,0.0716,0.051,2.225,239.6,13.5,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/26 8:00,Ⅱ,21.35,7.49,-,6.94,2.04,0.025,0.02,1.19,136.82,8.14,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/26 8:00,Ⅱ,28.08,6.72,-,6.446,2,0.0569,0.0776,1.237,191.9,47.1,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/26 8:00,劣Ⅴ,30.61,9.14,-,9.63,1.855,0.025,0.043,1.213,117.99,8.43,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/26 8:00,Ⅱ,27.78,7.09,-,6.288,2.84,0.07,0.0781,1.725,162.6,50.2,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/26 8:00,Ⅳ,28.54,7.193,-,3.301,2.42,0.1101,0.1389,1.9517,261.024,33.959,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/26 12:00,劣Ⅴ,30.7,9.09,-,9.161,0.92,0.04,0.026,0.76,112.2,2.2,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/26 12:00,Ⅳ,30.71,7.55,-,4.641,3.86,0.2993,0.1718,2.49,382.4,146,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/26 12:00,劣Ⅴ,31.5,9.78,-,9.679,3.6,0.025,0.005,0.536,113.24,2.2,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/26 12:00,Ⅳ,31.47,7.41,-,3.208,3.114,0.13,0.0929,2.045,173.1,18,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/26 12:00,劣Ⅴ,30.2,9.63,-,9.401,1.36,0.09,0.0083,0.526,115.9,2.6,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/26 12:00,Ⅲ,25.52,7.15,-,5.848,1.997,0.025,0.0631,1.103,128.5,17.2,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/26 12:00,Ⅲ,26.8,6.9,-,5.746,2.129,0.0733,0.0536,2.173,245.1,15.3,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/26 12:00,Ⅱ,19.31,7.43,-,6.73,1.82,0.025,0.02,1.13,130.29,,,,维护
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/26 12:00,Ⅱ,29.23,6.7,-,6.55,1.6,0.0658,0.0817,1.258,193.6,32.3,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/26 12:00,劣Ⅴ,31.27,9.34,-,10.24,1.444,0.025,0.042,1.159,119.52,8.23,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/26 12:00,Ⅲ,27.81,7.03,-,8.885,2.39,0.06,0.1193,3.567,161.7,15.7,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/26 12:00,-3,29.05,7.223,-,3.555,,0.0851,0.1397,1.9775,260.743,42.392,,,维护
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/26 16:00,劣Ⅴ,30,9.19,-,9.75,0.85,0.03,0.022,0.71,112.4,2.6,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/26 16:00,Ⅳ,30.99,7.54,-,4.865,3.89,0.2878,0.1714,2.626,378.2,163.5,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/26 16:00,劣Ⅴ,31.8,9.79,-,9.887,3.16,0.025,0.005,0.548,113.09,2.13,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/26 16:00,Ⅳ,32.55,7.52,-,4.138,3.154,0.11,0.0812,1.975,181.2,11,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/26 16:00,劣Ⅴ,30.27,9.69,-,9.496,1.49,0.07,0.0089,0.476,116,2.8,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/26 16:00,Ⅱ,26.86,7.9,-,7.241,3.492,0.025,0.0466,1.315,139.3,13.2,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/26 16:00,Ⅲ,25.52,7.16,-,5.923,2.038,0.025,0.0646,1.141,129.3,21.4,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/26 16:00,Ⅱ,27.85,6.95,-,6.469,2.396,0.0609,0.0532,2.036,245.2,15.3,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/26 16:00,Ⅱ,18.57,7.36,-,6.47,1.32,0.025,0.02,1.2,122.45,10.27,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/26 16:00,Ⅱ,30.42,6.64,-,6.45,2.3,0.0484,0.077,1.111,211.9,43.3,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/26 16:00,劣Ⅴ,31.66,9.5,-,10.64,2.16,0.025,0.046,1.24,121.29,7.93,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/26 16:00,Ⅱ,27.81,7.06,-,6.081,2.697,0.06,0.0789,1.738,161.2,30.1,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/26 16:00,Ⅳ,29.33,7.258,-,3.879,1.87,0.0908,0.1408,2.0062,259.494,50.381,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/26 20:00,劣Ⅴ,29.5,9.13,-,9.422,0.9,0.03,0.028,0.753,112.1,2.5,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/26 20:00,Ⅲ,30.7,7.59,-,5.691,3.7,0.3162,0.169,2.445,369.6,136.6,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/26 20:00,劣Ⅴ,31,9.78,-,9.745,4.27,0.025,0.005,0.502,113.14,2.64,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/26 20:00,Ⅳ,30.55,7.53,-,4.092,3.06,0.12,0.0709,1.911,182.1,11.9,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/26 20:00,劣Ⅴ,29.6,9.68,-,9.45,1.49,0.08,0.0077,0.454,115.8,2.7,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/26 20:00,Ⅱ,25.53,7.73,-,6.464,3.081,0.025,0.0564,1.095,144.3,20.6,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/26 20:00,Ⅱ,24.77,7.18,-,6.099,1.728,0.025,0.0627,1.034,128,25.1,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/26 20:00,Ⅱ,27.96,6.95,-,6.26,2.337,0.056,0.0517,2.036,251.8,13.3,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/26 20:00,Ⅲ,17.9,7.32,-,5.97,1.02,0.025,0.01,1.16,122.56,,,,维护
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/26 20:00,Ⅱ,28.07,6.85,-,6.824,2,0.0558,0.0795,1.316,190.5,40.3,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/26 20:00,劣Ⅴ,31.35,9.44,-,10.41,1.785,0.025,0.041,1.05,120.1,7.13,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/26 20:00,Ⅱ,28.41,7.42,-,7.407,2.86,0.06,0.0795,1.856,170.6,65.4,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/26 20:00,Ⅳ,28.77,7.258,-,3.815,1.95,0.0957,0.1465,1.8575,262.574,62.923,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/27 0:00,劣Ⅴ,29.4,9.14,-,9.256,0.9,0.03,0.028,0.753,112.1,2.4,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/27 0:00,Ⅲ,30.56,7.54,-,5.035,3.7,0.3162,0.169,2.445,367.4,115.5,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/27 0:00,劣Ⅴ,30.2,9.76,-,9.407,4.27,0.025,0.005,0.502,112.81,2.39,,,正常
