监测时间,水温,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度
2022/2/10 20:00,12.24,8.169,10.357,1.2795,0.2282,0.0295,1.0895,130.067,15.756
2022/2/10 20:00,7.92,7.39,12.446,2.5,0.0404,0.0507,2.928,238.8,18
2022/2/10 20:00,11.21,7.28,10.09,1.14,0.025,0.017,1.445,160.93,13.12
2022/2/10 20:00,8.77,7.13,10.664,1.696,0.15,0.0814,2.426,314.7,12.9
2022/2/10 20:00,8.85,7.428,8.016,2.11,0.4155,0.0651,2.8436,356.191,7.344
2022/2/11 0:00,12.2,7.099,8.859,1.91,0.0847,0.0081,0.6348,122.179,1.44
2022/2/11 0:00,7.52,7.96,8.93,1.63,0.49,0.09,3.84,430.73,19.9
2022/2/11 0:00,12.84,8.188,6.578,0.6018,0.025,2.7418,,121.434,2.987
2022/2/11 0:00,7.78,8.06,9.06,3.02,0.22,0.1014,3.402,306.3,18.5
2022/2/11 0:00,12.11,7.894,9.997,1.55,0.025,0.005,0.05,143.087,4.711
2022/2/11 0:00,7.84,8.04,13.697,1.675,0.0771,0.0311,1.738,152.7,18.3
2022/2/11 0:00,10.21,7.69,10.935,1.905,0.2701,0.0876,2.603,209.7,16.7
2022/2/11 0:00,6.35,7.51,11.383,0.753,0.1102,0.0493,2.331,381.9,16.3
2022/2/11 0:00,12.39,8.098,9.101,1.2795,0.2282,0.0295,1.0895,126.4,6.155
2022/2/11 0:00,7.82,7.39,12.476,2.5,0.0404,0.0507,2.928,238.2,19.2
2022/2/11 0:00,11.1,7.26,9.93,1.277,0.025,0.014,1.207,160.83,12.72
2022/2/11 0:00,8.89,7.13,10.625,1.696,0.15,0.0814,2.426,316.7,8
2022/2/11 0:00,8.84,7.44,8.281,2.11,0.4155,0.0651,2.8436,352.106,7.184
2022/2/11 4:00,12.13,7.112,8.928,1.44,0.038,0.0087,0.6404,122.099,1.393
2022/2/11 4:00,7.37,7.96,8.44,1.6,0.49,0.09,3.81,435.54,27.37
2022/2/11 4:00,12.76,8.196,6.737,0.558,0.025,2.6431,0.05,121.181,3.017
2022/2/11 4:00,7.84,8.09,9.139,2.807,0.19,0.0916,3.233,305.4,18.1
2022/2/11 4:00,12.07,7.925,10.031,1.17,0.025,0.0086,0.3653,140.397,4.707
2022/2/11 4:00,7.89,8.01,13.365,1.611,0.07,0.0378,2.064,155.6,29.8
2022/2/11 4:00,10.19,7.7,10.23,1.805,0.2413,0.0845,2.333,209.1,15
2022/2/11 4:00,6.25,7.49,11.233,1.761,0.1108,0.0529,2.394,380.6,15.7
2022/2/11 4:00,12.37,8.091,9.06,0.8137,0.025,0.0138,1.0892,125.969,4.72
2022/2/11 4:00,7.77,7.39,12.48,2.5,0.0502,0.0511,2.981,236.3,18.1
2022/2/11 4:00,11.05,7.26,10.05,0.989,0.025,0.016,1.368,161.61,13.19
2022/2/11 4:00,8.82,7.15,10.654,1.987,0.12,0.0418,2.532,315.6,7.7
2022/2/11 4:00,8.84,7.438,8.244,2.22,0.4256,0.0656,2.8072,351.108,7.221
2022/2/11 8:00,12.15,7.122,8.972,1.33,0.0399,0.0107,0.4438,122.04,1.422
2022/2/11 8:00,7.38,7.94,8.16,1.87,0.47,0.09,4,440.91,30.63
2022/2/11 8:00,12.83,8.198,6.772,0.558,0.025,2.6431,0.05,121.465,2.988
2022/2/11 8:00,7.91,8.11,9.209,2.802,0.15,0.0822,3.223,301.7,17.7
2022/2/11 8:00,12.09,7.922,10.005,1.43,0.025,0.005,0.362,141.061,4.647
2022/2/11 8:00,7.85,8.04,13.529,1.678,0.0643,0.0385,2.314,160,26.1
2022/2/11 8:00,9.94,7.69,10.022,1.756,0.2488,0.0855,2.784,208.5,18.2
2022/2/11 8:00,6.24,7.46,11.187,1.252,0.1194,0.05,3.1,378,15.4
2022/2/11 8:00,12.29,8.095,9.139,0.6482,0.025,0.0134,1.0874,126.392,4.666
2022/2/11 8:00,7.94,7.33,12.396,2.2,0.0273,0.0513,3.065,237.7,18.5
2022/2/11 8:00,11.12,7.23,9.98,0.865,0.025,0.013,1.347,161.88,13.05
2022/2/11 8:00,9.01,7.14,10.597,1.543,0.14,0.073,2.155,313.3,7.9
2022/2/11 8:00,8.85,7.445,8.185,2.18,0.4252,0.0672,2.8162,375.654,11.745
2022/2/11 12:00,12.17,7.11,8.888,1.19,0.0468,0.0104,0.6067,122.121,1.363
2022/2/11 12:00,7.53,7.96,8.39,1.71,0.46,0.1,4.31,441.48,24.95
2022/2/11 12:00,7.85,8.02,9.895,2.756,0.13,0.0964,3.199,296.6,47.1
2022/2/11 12:00,12.12,7.918,9.943,1.57,0.025,0.0082,0.3262,144.891,4.665
2022/2/11 12:00,7.97,8.02,13.538,1.873,0.0922,0.0413,2.661,158.8,29.1
2022/2/11 12:00,10.04,7.68,10.34,1.872,0.2503,0.088,2.252,211.3,19.1
2022/2/11 12:00,6.24,7.45,11.166,0.716,0.1481,0.0486,2.596,377.3,14.9
2022/2/11 12:00,11.51,8.212,10.665,1.0653,0.025,0.0193,1.6414,139.956,7.072
2022/2/11 12:00,8,7.37,12.391,2.5,0.0379,0.0512,2.429,242.8,18.5
2022/2/11 12:00,11.22,7.28,9.95,1.208,0.025,0.017,1.382,161.14,12.89
2022/2/11 12:00,9.04,7.13,10.586,1.503,0.1,0.0464,2.621,308.8,8
2022/2/11 12:00,8.85,7.45,8.738,2.08,0.4036,0.0676,2.861,361.796,10.017
2022/2/11 16:00,12.18,7.102,8.917,1.21,0.0474,0.0142,0.6011,122.18,1.421
2022/2/11 16:00,7.64,8,8.63,1.69,0.6,0.1,9.18,441.49,24.84
2022/2/11 16:00,12.78,8.228,6.943,0.558,0.025,2.6431,0.05,121.22,3.722
2022/2/11 16:00,8.11,8.13,9.266,2.719,0.15,0.0868,3.216,302.6,11.5
2022/2/11 16:00,12.13,7.932,9.851,0.9,0.025,0.005,,147.264,4.674
2022/2/11 16:00,8.12,8.03,13.843,1.563,0.0503,0.0304,1.979,154.9,33.5
2022/2/11 16:00,10.04,7.69,9.978,1.88,0.025,0.09,2.256,205.9,21.7
2022/2/11 16:00,6.26,7.46,11.206,0.25,0.1356,0.0475,2.562,373.5,15.8
2022/2/11 16:00,12.41,8.081,8.776,0.7651,0.025,0.0168,1.0876,127.813,5.453
2022/2/11 16:00,8.21,7.37,12.29,2.4,0.0423,0.0504,2.954,244.3,18.8
2022/2/11 16:00,11.25,7.3,10.12,0.906,0.025,0.018,1.424,160.39,12.49
2022/2/11 16:00,8.82,7.11,10.721,1.662,0.12,0.0442,2.715,300.5,8.7
2022/2/11 16:00,8.85,7.449,8.306,2.06,0.3403,0.0662,2.8466,350.244,11.078
2022/2/11 20:00,12.17,7.118,8.87,1.29,0.025,0.0136,0.7022,122.169,1.366
2022/2/11 20:00,7.56,7.99,8.52,1.6,0.49,0.1,4.58,441.73,23.51
2022/2/11 20:00,12.79,8.238,6.942,0.558,0.025,2.6431,0.05,121.013,2.997
2022/2/11 20:00,8.11,8.12,9.134,2.699,0.18,0.0871,3.216,303.8,11.8
2022/2/11 20:00,12.05,7.899,10.024,0.9,0.025,0.005,,146.86,4.63
2022/2/11 20:00,8.04,8.03,13.439,1.558,0.0543,0.0273,1.954,149.7,35.8
2022/2/11 20:00,10.09,7.68,9.966,2.029,0.2852,0.0978,2.277,201.3,26.4
2022/2/11 20:00,6.41,7.45,11.194,1.252,0.1312,0.0495,2.466,374.1,16.5
2022/2/11 20:00,12.46,8.065,8.557,0.8133,0.025,0.0148,1.0953,127.672,5.309
2022/2/11 20:00,10.67,7.64,10.775,2.6,0.0363,0.0504,2.889,1.8,0.5
2022/2/11 20:00,11.23,7.26,9.9,1.483,0.025,0.016,1.472,160.71,12.75
2022/2/11 20:00,8.82,7.13,10.778,1.577,0.11,0.0747,2.432,297.6,9.6
2022/2/11 20:00,8.85,7.456,8.552,2.02,0.2353,0.0631,2.886,319.194,11.959
2022/2/12 0:00,12.17,7.099,8.906,1.29,0.025,0.0136,0.7022,122.059,1.37
2022/2/12 0:00,7.54,7.97,8.36,1.6,0.49,0.1,4.58,442.59,22.04
2022/2/12 0:00,12.78,8.25,7.172,0.558,0.025,2.6431,0.05,120.706,3.002
2022/2/12 0:00,8.12,8.11,9.072,2.699,0.18,0.0871,3.216,303,12.5
2022/2/12 0:00,12.09,7.917,10.111,0.9,0.025,0.005,,146.135,4.752
2022/2/12 0:00,8.25,7.44,12.913,1.558,0.0543,0.0273,1.954,151.5,35.2
2022/2/12 0:00,10.23,7.67,10.403,2.029,0.2852,0.0978,2.277,197.3,27
2022/2/12 0:00,6.43,7.46,11.154,1.252,0.1312,0.0495,2.466,372.9,17.3
2022/2/12 0:00,12.43,8.064,8.743,0.8133,0.025,0.0148,1.0953,127.395,5.405
2022/2/12 0:00,8.19,7.4,12.277,2.6,0.0363,0.0504,2.889,246.6,20.6
2022/2/12 0:00,11.23,7.25,10.03,1.071,0.025,0.013,1.41,161.31,12.64
2022/2/12 0:00,8.9,7.13,10.721,1.577,0.11,0.0747,2.432,296.3,8.1
2022/2/12 0:00,8.86,7.446,8.293,2.02,0.2353,0.0631,2.886,352.704,13.489
2022/2/12 4:00,12.16,7.101,8.894,0.97,0.0363,0.0113,0.7079,122.167,1.387
2022/2/12 4:00,7.54,7.96,8.27,1.66,0.49,0.09,4.25,443.07,18.99
2022/2/12 4:00,8.1,8.09,9.083,2.771,0.16,0.0934,3.308,296.5,13
2022/2/12 4:00,12.1,7.914,10.052,0.46,0.025,0.005,24.08,145.707,4.608
2022/2/12 4:00,8.26,7.92,13.143,1.723,0.0519,0.0336,2.129,153.9,40.9
2022/2/12 4:00,10.21,7.66,10.048,1.88,0.3011,0.1034,2.395,193.6,33.2
2022/2/12 4:00,6.25,7.45,11.071,0.744,0.1487,0.0552,2.362,373.5,17.9
2022/2/12 4:00,12.33,8.073,8.943,0.6606,0.025,0.0142,1.0924,127.831,5.229
2022/2/12 4:00,8.26,7.37,12.226,2.7,0.0522,0.0548,2.866,241.2,19.7
2022/2/12 4:00,11.26,7.26,9.81,1.016,0.025,0.013,1.375,161.22,12.81
2022/2/12 4:00,8.81,7.13,10.791,1.417,0.11,0.0501,2.556,292.7,8.1
2022/2/12 4:00,8.86,7.416,7.951,2.02,0.4349,0.0695,2.9525,371.399,15.337
2022/2/12 8:00,12.16,7.08,8.855,1.06,0.033,0.011,0.5562,122.066,1.426
2022/2/12 8:00,7.55,7.96,8.23,1.72,0.45,0.09,4.33,445.89,24.97
2022/2/12 8:00,8.16,8.06,9.033,2.844,0.18,0.1018,3.366,288.4,16.1
2022/2/12 8:00,12.16,7.9,10.02,0.73,0.025,0.005,,145.767,4.803
2022/2/12 8:00,8.12,8.02,13.159,1.774,0.0698,0.0355,3.186,154.8,40.2
2022/2/12 8:00,10.22,7.65,9.959,1.805,0.3043,0.1028,2.682,191.3,31.3
2022/2/12 8:00,9.13,7.49,10.428,0.518,0.1184,0.0621,3.113,336.9,7.8
2022/2/12 8:00,12.23,8.085,9.147,0.8117,0.025,0.0152,1.0869,128.499,5.358
2022/2/12 8:00,8.43,7.33,12.241,2,0.037,0.0519,2.95,224,20.7
2022/2/12 8:00,11.31,7.26,9.91,1.14,0.025,0.015,1.389,160.38,12.62
2022/2/12 8:00,8.91,7.12,10.726,1.417,0.13,0.0485,2.463,290.8,7.8
2022/2/12 8:00,8.87,7.399,7.935,2.04,0.4449,0.0705,2.9814,377.702,9.165
2022/2/12 12:00,12.29,7.086,8.889,1.09,0.0321,0.0148,0.6348,122.299,1.386
2022/2/12 12:00,7.76,7.98,8.49,1.58,0.45,0.09,4.29,446.78,21.32
2022/2/12 12:00,12.94,8.268,7.234,0.7081,0.025,0.005,0.0601,120.652,2.98
2022/2/12 12:00,8.37,8.04,9.118,2.937,0.15,0.1173,3.437,280.5,20.4
2022/2/12 12:00,12.3,7.952,9.885,0.75,0.025,0.005,25.97,145.891,4.552
2022/2/12 12:00,8.41,6.51,13.652,1.795,0.0669,0.0323,2.709,155.4,36.2
2022/2/12 12:00,10.26,7.65,10.109,1.681,0.2165,0.0853,2.312,190.7,26.1
2022/2/12 12:00,6.45,7.46,11.258,1.073,0.1385,0.0539,3.087,373.3,17.6
2022/2/12 12:00,10.76,8.364,12.239,1.5548,0.0426,0.0337,2.75,157.62,25.356
2022/2/12 12:00,8.56,7.32,12.377,2.2,0.0343,0.0331,1.805,225.7,19.1
2022/2/12 12:00,11.7,7.29,9.98,1.057,0.025,0.015,1.361,160.84,12.98
2022/2/12 12:00,8.96,7.12,10.682,1.543,0.12,0.0824,2.543,286.9,8
2022/2/12 12:00,8.92,7.401,8.087,2.17,0.4147,0.0714,3.1116,378.575,10.636
2022/2/12 16:00,12.35,7.09,8.805,1.27,0.0335,0.0116,0.6461,122.575,1.295
2022/2/12 16:00,7.87,7.99,8.53,1.44,0.24,0.09,4.14,449.33,22.16
2022/2/12 16:00,12.85,8.285,7.318,0.7081,0.025,0.005,1.6903,120.831,3.005
2022/2/12 16:00,8.52,8.03,9.122,2.901,0.15,0.1326,3.717,271.1,23.4
2022/2/12 16:00,12.28,7.944,9.847,0.75,0.025,0.005,25.97,148.05,4.507
2022/2/12 16:00,8.4,6.62,13.264,1.713,0.0618,0.0322,2.088,155.5,36.7
2022/2/12 16:00,10.51,7.66,9.994,1.474,0.1932,0.0822,2.081,184.5,23.8
2022/2/12 16:00,6.5,7.47,11.312,0.998,0.1278,0.0516,3.199,376,17.7
2022/2/12 16:00,12.48,8.088,8.998,0.6982,0.025,0.0194,1.1076,127.933,5.992
2022/2/12 16:00,8.75,7.29,12.12,2.5,0.029,0.0529,2.776,229.2,20.6
2022/2/12 16:00,11.61,7.34,10,1.497,0.025,0.015,1.445,160.24,12.58
2022/2/12 16:00,8.89,7.11,10.825,1.941,0.12,0.0835,2.418,280.6,12
2022/2/12 16:00,8.88,7.415,8.698,2.28,0.2798,0.0701,3.1285,323.099,9.744
2022/2/12 20:00,12.22,7.095,8.929,0.48,0.0405,0.0142,0.764,122.414,1.361
2022/2/12 20:00,7.79,7.96,8.24,1.35,0.19,0.09,4.41,451.52,23.2
2022/2/12 20:00,12.96,8.273,7.689,0.7251,0.025,0.005,0.8302,120.637,3.027
2022/2/12 20:00,8.52,8.02,9.126,3.103,0.16,0.1493,3.463,274.6,25.4
2022/2/12 20:00,12.11,7.924,9.746,0.73,0.025,0.005,,147.192,4.367
2022/2/12 20:00,8.4,6.82,13.321,1.569,0.0618,0.0307,1.926,149.8,32.9
2022/2/12 20:00,10.7,7.66,10.466,1.557,0.1748,0.0746,2.067,180.8,22
2022/2/12 20:00,6.41,7.49,11.34,0.282,0.1186,0.0512,2.927,376.9,21.3
2022/2/12 20:00,12.5,8.065,8.47,0.8681,0.025,0.0147,1.0952,127.125,5.277
2022/2/12 20:00,8.71,7.29,12.154,2.6,0.0405,0.0536,2.815,230.5,19.7
2022/2/12 20:00,11.45,7.3,10.05,1.14,0.025,0.014,1.41,160.2,12.53
2022/2/12 20:00,8.86,7.11,10.827,1.651,0.15,0.0714,2.891,275.9,11.7
2022/2/12 20:00,8.86,7.414,9.274,2.11,0.1741,0.0656,3.1075,257.681,8.401
2022/2/13 0:00,12.2,7.1,8.894,0.48,0.0405,0.0142,0.764,122.426,1.376
2022/2/13 0:00,7.94,7.95,8.33,1.35,0.19,0.09,4.41,451.69,25.39
2022/2/13 0:00,12.8,8.267,7.213,0.7251,0.025,0.005,0.8302,120.577,3.036
2022/2/13 0:00,12.71,7.96,3.12,3.103,0.16,0.1493,3.463,,5.4
2022/2/13 0:00,12.19,7.931,9.634,0.73,0.025,0.005,,147.468,4.362
2022/2/13 0:00,8.42,6.9,13.014,1.569,0.0618,0.0307,1.926,150,36.2
2022/2/13 0:00,10.95,7.65,10.322,1.557,0.1748,0.0746,2.067,174.8,20.7
2022/2/13 0:00,6.45,7.46,11.203,0.282,0.1186,0.0512,2.927,379.1,19.5
2022/2/13 0:00,12.42,8.061,8.572,0.8681,0.025,0.0147,1.0952,126.875,5.15
2022/2/13 0:00,8.57,7.32,12.204,2.6,0.0405,0.0536,2.815,232.3,21.3
2022/2/13 0:00,11.37,7.28,9.99,1.263,0.025,0.016,1.403,159.72,12.27
2022/2/13 0:00,8.9,7.11,10.73,1.651,0.15,0.0714,2.891,273.6,12
2022/2/13 0:00,8.86,7.399,8.92,2.11,0.1741,0.0656,3.1075,244.35,8.686
2022/2/13 4:00,12.19,7.089,8.825,0.53,0.0616,0.0116,0.6348,122.637,1.317
2022/2/13 4:00,7.78,7.98,8.08,1.35,0.3,0.09,4.17,456.93,24.08
2022/2/13 4:00,8.48,7.97,8.959,3.145,0.11,0.1355,3.522,280.4,23.4
2022/2/13 4:00,12.17,7.93,9.653,1.9,0.025,0.0067,0.5871,147.804,4.407
2022/2/13 4:00,8.39,6.85,13.068,1.579,0.0449,0.027,1.824,150.8,32.3
2022/2/13 4:00,10.89,7.63,9.805,1.333,0.1367,0.0656,1.775,171.3,20.3
2022/2/13 4:00,6.45,7.46,11.12,0.443,0.1233,0.0506,2.398,379.1,17.2
2022/2/13 4:00,12.35,8.082,8.013,0.7986,0.025,0.0132,1.0881,126.802,4.773
2022/2/13 4:00,8.55,7.3,12.174,2.5,0.0278,0.0546,2.922,234.5,19
2022/2/13 4:00,11.38,7.28,9.89,1.208,0.025,0.012,1.424,160.57,12.57
2022/2/13 4:00,8.76,7.09,10.794,1.634,0.11,0.0751,2.798,268.1,11.9
2022/2/13 4:00,8.85,7.398,9.16,2.14,0.2049,0.0637,3.0594,241.275,6.525
2022/2/13 8:00,12.2,7.079,8.78,0.25,0.0432,0.0128,0.4944,122.884,1.277
2022/2/13 8:00,7.8,7.97,8.08,1.35,0.23,0.09,4.18,457.44,36.98
2022/2/13 8:00,8.55,8,8.886,3.103,0.18,0.1238,3.455,281.3,21.4
2022/2/13 8:00,12.14,7.934,9.912,2.25,0.025,0.0067,0.4077,147.01,4.567
2022/2/13 8:00,8.27,6.74,13.221,6.093,0.0479,0.027,2.284,153.5,28.7
2022/2/13 8:00,6.35,7.45,11.117,0.8,0.025,0.0505,3.057,378.4,15.8
2022/2/13 8:00,12.3,8.076,8.934,0.6858,0.025,0.0144,,126.477,4.81
2022/2/13 8:00,8.63,7.32,12.173,2.1,0.0413,0.0545,2.834,228.8,19.9
2022/2/13 8:00,11.35,7.27,9.85,0.81,0.025,0.014,1.465,159.82,12.32
2022/2/13 8:00,8.82,7.08,10.781,1.736,0.12,0.0405,2.462,265.3,11.6
2022/2/13 8:00,8.86,7.408,9.076,2.08,0.2679,0.065,3.1134,249.713,8.052
2022/2/13 12:00,12.22,7.1,8.916,0.31,0.0459,0.0099,0.5618,122.723,1.3
2022/2/13 12:00,8.03,7.99,8.43,1.35,0.48,0.1,4.39,457.85,40.39
2022/2/13 12:00,12.79,8.268,7.218,0.7305,0.025,0.005,1.1884,120.768,3.002
2022/2/13 12:00,8.66,8.03,9.05,2.906,0.17,0.1192,3.388,281.4,19.6
2022/2/13 12:00,12.2,7.941,9.95,2.25,0.025,0.0076,0.4892,147.283,4.522
2022/2/13 12:00,8.37,7.39,13.753,1.033,0.0492,0.0283,2.072,155.6,37.9
2022/2/13 12:00,7.15,7.48,11.185,0.96,0.8699,0.0573,3.645,366.2,21.2
2022/2/13 12:00,12.3,8.097,9.14,0.646,0.025,0.0141,,127.732,5.421
2022/2/13 12:00,8.77,7.29,12.104,2.3,0.0404,0.0521,1.931,223.5,20.7
2022/2/13 12:00,11.62,7.57,9.89,1.373,0.025,0.016,1.486,157.7,12.49
2022/2/13 12:00,8.88,7.08,10.797,1.486,0.11,0.0898,2.585,264.1,11.8
2022/2/13 12:00,8.87,7.412,9.123,2.15,0.2789,0.0672,3.1428,241.889,10.538
2022/2/13 16:00,12.25,7.081,8.773,0.36,0.0437,0.0081,0.6573,122.893,1.272
2022/2/13 16:00,8.13,7.99,8.42,1.97,0.34,0.1,4.44,459.26,29.14
2022/2/13 16:00,12.84,8.27,7.221,0.6981,0.025,0.005,0.802,120.594,3.001
2022/2/13 16:00,8.79,8.05,9.139,2.813,0.16,0.111,3.377,281.4,19
2022/2/13 16:00,12.16,7.963,9.985,2.03,0.025,0.0067,0.4468,147.468,4.489
2022/2/13 16:00,8.26,7.53,13.531,1.057,0.0541,0.0273,2.622,150.3,34.9
2022/2/13 16:00,6.58,7.44,11.238,0.499,0.1185,0.0532,3.115,377.6,17
2022/2/13 16:00,11.18,8.294,11.74,1.1411,0.0606,0.0272,,147.497,12.612
2022/2/13 16:00,8.81,7.28,12.069,2.6,0.0427,0.0542,2.762,223.9,22.6
2022/2/13 16:00,12.04,7.39,9.25,1.112,0.025,0.016,1.375,155.55,11.61
2022/2/13 16:00,8.87,7.43,9.194,2.03,0.233,0.0658,3.186,235.725,9.233
2022/2/13 20:00,12.21,7.083,8.774,0.7,0.0396,0.0145,0.5955,122.856,1.302
2022/2/13 20:00,8.02,7.97,8.23,1.73,0.42,0.09,4.23,457.99,22.23
2022/2/13 20:00,12.99,8.331,9.087,0.6645,0.025,0.005,0.772,120.585,3.041
2022/2/13 20:00,8.72,8.04,8.995,2.802,0.19,0.1025,3.395,285.2,17.7
2022/2/13 20:00,12.09,7.937,10.163,1.45,0.025,0.007,0.486,147.359,4.418
2022/2/13 20:00,8.41,7.23,13.347,1.179,0.0526,0.0272,2.067,143.2,32.9
2022/2/13 20:00,11.01,7.6,10.213,1.4,0.1898,0.0724,2.006,174.8,22.3
2022/2/13 20:00,6.55,7.46,11.265,1.29,0.1276,0.0506,2.783,376.4,18.3
2022/2/13 20:00,11.83,8.185,10.287,0.8595,0.025,0.0233,1.1831,136.339,7.681
2022/2/13 20:00,8.7,7.27,12.119,2.6,0.0412,0.0552,2.755,225.6,22.9
2022/2/13 20:00,8.87,7.1,10.822,1.554,0.1,0.0818,2.708,256.2,12.7
2022/2/13 20:00,8.86,7.399,9.116,2.09,0.1843,0.0667,3.094,233.459,9.238
2022/2/14 0:00,12.15,7.083,8.848,0.7,0.0396,0.0145,0.5955,122.948,1.313
2022/2/14 0:00,7.94,7.96,8.16,1.73,0.42,0.09,4.23,457.55,23.95
2022/2/14 0:00,12.9,8.273,7.461,0.6645,0.025,0.005,0.772,120.595,3.017
2022/2/14 0:00,8.65,8.02,8.883,2.802,0.19,0.1025,3.395,287.7,17
2022/2/14 0:00,12.13,7.947,9.871,1.45,0.025,0.007,0.486,147.371,4.428
2022/2/14 0:00,8.53,7.09,13.232,1.179,0.0526,0.0272,2.067,135.4,30.2
2022/2/14 0:00,11.16,7.58,9.792,1.4,0.1898,0.0724,2.006,172.3,22.7
2022/2/14 0:00,6.4,7.46,11.185,1.29,0.1276,0.0506,2.783,376.7,18.3
2022/2/14 0:00,12.03,8.172,10.063,0.8595,0.025,0.0233,1.1831,134.914,6.834
2022/2/14 0:00,8.63,7.3,12.132,2.6,0.0412,0.0552,2.755,230.5,24.1
2022/2/14 0:00,12.18,7.26,8.69,1.224,0.025,0.013,1.263,153.88,11.98
2022/2/14 0:00,8.27,7.09,11.134,1.554,0.1,0.0818,2.708,238.1,16.7
2022/2/14 0:00,8.86,7.387,9.052,2.09,0.1843,0.0667,3.094,229.363,6.588
2022/2/14 4:00,12.17,7.068,8.798,1.27,0.1171,0.0099,0.5787,122.785,1.322
2022/2/14 4:00,7.76,7.97,8.23,1.52,0.48,0.09,4.18,454.26,30.17
2022/2/14 4:00,12.84,8.279,7.392,0.6234,0.025,0.005,0.8191,120.667,3.044
2022/2/14 4:00,8.49,8.04,8.944,2.709,0.19,0.1027,3.35,287.8,14.8
2022/2/14 4:00,12.09,7.922,10.024,1.59,0.025,0.0067,0.4338,146.911,4.373
2022/2/14 4:00,8.49,7.26,13.573,1.199,0.054,0.0297,2.022,141.1,32.7
2022/2/14 4:00,11.22,7.58,9.518,1.251,0.1597,0.0683,2.009,170.8,20.6
2022/2/14 4:00,6.35,7.43,11.055,0.367,0.1289,0.0475,2.742,377,17.7
2022/2/14 4:00,11.97,8.165,10.196,0.8766,0.025,0.0213,,134.102,6.22
2022/2/14 4:00,8.42,7.31,12.221,2.7,0.0371,0.0537,2.75,224.8,21.4
2022/2/14 4:00,12.14,7.23,8.56,1.524,0.025,0.012,1.242,155.09,11.79
2022/2/14 4:00,8.24,7.1,11.138,1.577,0.12,0.0786,2.914,237.9,18.5
2022/2/14 4:00,8.85,7.371,9.795,2.16,0.2369,0.0656,3.0793,246.003,7.28
2022/2/14 8:00,12.17,7.082,8.846,1.15,0.1192,0.0128,0.4775,122.619,1.321
2022/2/14 8:00,7.67,7.97,8.32,1.52,0.43,0.09,3.97,453.07,28.76
2022/2/14 8:00,12.87,8.277,7.504,0.7204,0.025,0.005,0.7526,120.781,3.016
2022/2/14 8:00,8.46,8.06,8.934,2.667,0.14,0.092,3.332,285.6,14.8
2022/2/14 8:00,12.09,7.943,9.975,5.98,0.025,0.0073,0.499,145.947,4.465
2022/2/14 8:00,8.4,7.1,13.47,1.197,0.0654,0.0303,2.628,144.4,29.4
2022/2/14 8:00,11.22,7.57,9.717,1.184,0.1588,0.0702,2.383,169.6,22.5
2022/2/14 8:00,6.41,7.42,11.111,0.697,0.1322,0.047,3.141,377.8,16.8
2022/2/14 8:00,11.95,8.166,10.034,0.8692,0.025,0.0195,1.1705,133.826,5.906
2022/2/14 8:00,8.34,7.31,12.284,2.1,0.0399,0.0556,2.809,222.6,24.3
2022/2/14 8:00,12.21,7.21,8.58,1.211,0.025,0.013,1.27,154.32,11.53
2022/2/14 8:00,8.28,7.09,11.071,1.639,0.14,0.039,2.499,238.1,17.3
2022/2/14 8:00,8.84,7.376,9.267,2.36,0.1782,0.0644,3.1207,235.623,7.15
2022/2/14 12:00,12.35,7.054,8.687,1.03,0.0622,0.0096,0.6124,123.276,1.271
2022/2/14 12:00,8.73,7.99,8.54,1.5,0.26,0.09,3.83,451.9,29.51
2022/2/14 12:00,12.91,8.295,7.43,0.8671,0.025,0.005,0.6818,120.685,3.021
2022/2/14 12:00,9.2,8.08,9.261,2.693,0.14,0.0922,3.317,286.8,13.9
2022/2/14 12:00,12.32,7.975,10.005,5.98,0.025,0.0052,0.4664,145.795,4.313
2022/2/14 12:00,8.67,7.27,13.499,1.258,0.0638,0.0308,2.008,145.5,30.3
2022/2/14 12:00,11.41,7.57,9.585,1.068,0.1676,0.0693,2.313,175.3,21.6
2022/2/14 12:00,6.65,7.43,11.19,0.25,0.1267,0.0461,2.863,378.5,14.9
2022/2/14 12:00,12.05,8.168,10.176,0.8946,0.0279,0.021,1.2685,134.344,6.547
2022/2/14 12:00,10.13,7.2,11.715,2.5,0.0531,0.0533,1.59,221.5,21.1
2022/2/14 12:00,12.56,7.27,8.81,1.102,0.025,0.016,1.2,155.08,11.93
2022/2/14 12:00,8.35,7.08,11.065,1.696,0.13,0.094,2.896,238.1,15.5
2022/2/14 12:00,9.32,7.379,9.283,2.13,0.1895,0.0665,3.1363,236.886,7.565
2022/2/14 16:00,12.28,7.091,8.867,1.15,0.0841,0.0131,0.5225,122.806,1.275
2022/2/14 16:00,9.17,8,8.53,1.9,0.48,0.09,4.07,451.18,41.55
2022/2/14 16:00,12.9,8.295,7.394,0.7801,0.025,0.005,0.6892,120.777,3.039
2022/2/14 16:00,9.28,8.1,9.34,2.569,0.16,0.0887,3.402,288.8,12.9
2022/2/14 16:00,12.39,7.995,10.049,5.98,0.025,0.0052,0.4566,145.785,4.248
2022/2/14 16:00,8.69,7.12,13.551,1.179,0.0547,0.005,2.266,147.4,19.3
2022/2/14 16:00,11.28,7.6,9.631,1.251,0.2291,0.0794,2.332,186.8,21.9
2022/2/14 16:00,6.84,7.47,11.275,0.301,0.1185,0.0505,2.559,376.8,19
