水温,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度
25.5,7.057,5.255,1.01,0.0765,0.1301,1.6322,151.759,47.568
27.65,7.51,4.446,4.62,0.5222,0.1421,3.516,468.6,48.4
27.83,7.57,4.081,3.896,0.16,0.0981,2.829,208.4,8.7
24.25,7.97,8.829,2.272,0.0375,0.0465,2.875,256.9,15
25.41,7.004,5.235,1.17,0.102,0.0924,1.5714,156.78,31.489
27.48,7.51,4.4,4.62,0.5222,0.1421,3.516,474.2,36.7
27.3,7.66,4.256,2.675,0.11,0.0841,2.724,216.7,9.2
24.25,8.01,8.84,2.272,0.0375,0.0465,2.875,260.6,13.8
25.36,7.012,5.33,1.17,0.102,0.0924,1.5714,151.611,44.776
27.39,7.5,3.98,4.17,0.4767,0.1316,3.758,475.4,29.6
27.19,7.66,3.808,3.244,0.11,0.0878,2.772,221,9.2
24.25,7.88,8.108,2.03,0.0411,0.0448,2.76,265,12.6
25.26,6.995,5.241,1.1,0.2871,0.0922,1.7135,155.267,27.585
27.27,7.49,3.876,4.68,0.4647,0.1334,3.621,472.6,80.6
27.01,7.65,3.807,2.777,0.1,0.0914,2.862,220,9.7
24.25,7.71,7.334,1.959,0.0615,0.0508,2.863,272.3,16.2
25.35,6.991,5.201,1.46,0.2868,0.0918,1.7528,158.054,29.685
27.83,7.5,4.342,4.48,0.4041,0.1355,3.726,471.7,51.6
27.84,7.68,3.966,2.808,0.11,0.1001,2.843,224.5,11.5
24.44,7.83,7.787,2.182,0.0617,0.0538,2.677,272.9,19
25.78,7.087,5.2,1.27,0.1021,0.0993,1.7719,170.963,36.744
27.87,7.49,4.127,4.65,0.3715,0.1408,3.563,468,91.8
28.29,7.67,4.09,2.777,0.11,0.088,2.888,225.8,9.4
24.53,7.68,7.24,0.25,0.025,0.005,0.267,273.8,17.1
26.39,7,5.211,1.27,0.2993,0.0973,1.7893,181.135,27.353
27.75,7.49,4.005,4.3,0.3905,0.1384,3.705,467.9,54.1
27.86,7.64,3.803,3.203,0.12,0.0962,2.866,220.3,9.4
24.25,7.67,7.255,0.456,0.025,0.005,0.214,267.9,13.6
25.94,6.963,4.892,1.9,0.1412,0.1012,1.7662,188.733,34.583
27.63,7.48,3.825,4.3,0.3905,0.1384,3.705,473.6,38.6
27.58,7.6,3.717,3.424,0.1,0.088,2.912,209.1,10
24.16,7.67,7.369,0.456,0.025,0.005,0.214,268,11.3
25.77,6.955,4.91,1.9,0.1412,0.1012,1.7662,177.005,39.357
27.67,7.46,3.492,4.21,0.4991,0.1295,3.558,477.8,39.4
27.36,7.56,3.405,3.198,0.1,0.0809,2.808,205.8,9.5
24.25,7.68,7.35,2.308,0.0468,0.0679,2.99,269.7,13.7
25.69,6.962,4.935,1.64,0.1219,0.1013,1.8168,177.182,31.573
27.81,7.45,3.607,4.32,0.3865,0.133,3.389,477.9,59.6
27.42,7.51,3.265,3.152,0.1,0.0895,3.224,207,9.9
24.35,7.62,6.78,2.048,0.0666,0.0583,3.656,270.7,16.1
25.78,6.967,4.915,1.78,0.1491,0.0972,1.7888,178.264,29.284
27.99,7.47,3.457,4.38,0.4681,0.1313,3.542,478,47.6
27.58,7.57,3.501,3.48,0.12,0.1172,3.128,212.7,9.6
24.53,7.63,6.862,2.272,0.0898,0.0646,2.746,269.8,22
25.86,6.981,4.828,1.56,0.1632,0.104,1.7837,188.572,39.118
27.57,7.58,3.646,2.947,0.1,0.087,3.037,214.5,9.5
24.72,7.72,7.244,2.03,0.0669,0.063,2.635,269.9,18
25.83,7.147,4.897,1.65,0.0881,0.1058,1.7679,176.814,46.081
27.59,7.58,3.528,3.162,0.14,0.0989,3.073,212.7,8.7
24.72,7.75,7.196,2.102,0.0542,0.0554,2.541,269,14.9
25.72,7.109,4.772,1.49,0.1284,0.1014,1.7756,181.596,33.194
27.6,7.47,3.527,4.38,0.4681,0.1313,3.542,475.3,41.4
27.36,7.58,3.406,2.859,0.11,0.0846,3.02,213.2,8.8
24.53,7.63,6.443,2.102,0.0542,0.0554,2.541,268.3,11.7
25.61,7.047,4.392,1.49,0.1284,0.1014,1.7756,221.859,34.773
27.63,7.45,2.932,3.5,0.4972,0.1307,3.562,477.1,46.6
27.18,7.56,3.197,3.455,0.33,0.0871,2.959,213.5,8.3
24.44,7.52,5.683,2.03,0.0862,0.0614,2.744,273.5,13.2
25.53,7.059,4.513,1.6,0.21,0.1064,1.8504,194.323,37.023
27.69,7.44,2.825,3.55,0.4238,0.1319,3.264,475.6,47.2
27.3,7.57,3.494,3.07,0.09,0.0865,2.959,212.7,9
24.44,7.51,5.605,2.2,0.0822,0.0577,2.985,275.8,10.9
25.54,7.083,4.671,1.73,0.1523,0.1049,1.8264,180.639,34.235
28.12,7.42,3.292,3.87,0.3846,0.1359,3.461,463.9,81.3
28.01,7.59,3.374,2.793,0.12,0.0736,2.928,211.3,9.8
24.72,7.41,5.341,2.2,0.0973,0.0678,3.044,276,14.3
25.81,7.081,4.477,1.65,0.2152,0.1081,1.8319,199.53,35.206
28.9,7.6,3.71,3.316,0.11,0.0832,2.991,213.4,10.3
25.19,7.41,5.303,2.513,0.1144,0.146,3.714,278.1,16.9
25.57,7.121,4.75,1.55,0.058,0.1069,1.8282,167.731,39.861
25.33,7.5,6.299,2.182,0.0594,0.0737,6.707,279.4,12.2
25.38,7.125,4.859,1.6,0.0513,0.1055,1.654,164.383,40.999
27.93,7.43,3.4,3.87,0.3846,0.1359,3.461,456.4,43.4
27.77,7.53,2.727,2.88,0.1,0.0836,3.076,213.5,8.2
25.1,7.5,6.127,2.182,0.0594,0.0737,6.707,278.5,11
25.09,7.109,4.836,1.6,0.0513,0.1055,1.654,166.188,40.26
28.01,7.43,3.551,3.59,0.3559,0.1363,3.64,460.9,49.3
24.81,7.37,4.831,2.182,0.0946,0.0604,3.033,281.3,13
24.91,7.108,4.981,1.5,0.0287,0.1025,1.6698,154.521,41.775
27.98,7.43,3.269,3.19,0.3384,0.136,3.495,471.4,42.8
27.4,7.54,2.54,3.039,0.13,0.0894,3.019,216.4,8.3
24.63,7.3,4.557,0.277,0.025,0.005,0.472,288.9,14.5
24.95,7.102,4.913,1.69,0.2714,0.0964,1.7012,154.326,31.594
29.21,7.44,3.651,3.39,0.24,0.1311,3.554,525.2,60
28.43,7.55,2.551,3.142,0.13,0.0734,3.031,216,8
25.23,7.63,6.788,2.013,0.0631,0.0616,2.811,297.8,17.2
25.86,7.11,4.866,1.55,0.0387,0.1054,1.6912,166.946,43.317
29.17,7.43,2.934,3.77,0.3505,0.1359,3.5,535.9,49.7
29.46,7.57,2.854,3.506,0.12,0.0908,3.035,213.6,7
26.59,7.91,8.629,2.451,0.0429,0.0616,2.615,301.8,16.8
25.78,7.161,5.197,1.37,0.0316,0.1028,1.628,151.286,47.672
28.91,7.44,3.305,3.72,0.3451,0.1339,3.484,495.7,62.6
29.27,7.62,3.659,3.85,0.18,0.0874,2.942,210.2,6.4
26.08,7.87,8.201,2.317,0.0358,0.054,2.544,305.7,12.6
25.12,7.184,5.274,1.51,0.2946,0.094,1.5686,144.264,35.929
28.8,7.45,3.559,3.58,0.2968,0.1284,3.344,459.8,45.3
25.98,7.9,8.373,2.317,0.0358,0.054,2.544,306.8,10.5
24.69,7.146,5.294,1.51,0.2946,0.094,1.5686,143.55,41.938
28.62,7.43,3.198,3.49,0.2848,0.1291,3.339,456.9,49.5
28.09,7.5,2.068,3.275,0.13,0.0813,2.961,205.9,6.2
25.59,7.57,6.07,2.165,0.0589,0.0526,2.452,310.8,11.9
24.44,7.135,5.237,1.26,0.257,0.0887,1.4923,142.443,34.163
28.03,7.48,2.277,3.172,0.11,0.0808,2.968,202.7,6.5
25.39,7.47,5.419,1.941,0.0782,0.0552,2.776,312.7,11.7
24.41,7.12,5.291,1.55,0.232,0.0884,1.491,144.741,29.949
28.59,7.43,3.08,3.99,0.2464,0.1498,3.054,439.3,78.3
28.43,7.45,1.756,3.665,0.1,0.0834,2.948,196.9,6.8
25.01,7.4,5.333,2.075,0.0956,0.0631,2.538,328.6,16.2
24.47,7.128,5.309,1.53,0.2738,0.0882,1.4812,149.022,31.51
28.55,7.42,3.292,4.15,0.4222,0.1549,3.231,426.9,111.1
28.65,7.47,2.431,4.338,0.11,0.0779,2.998,191.8,6.3
25.39,7.55,6.195,2.272,0.073,0.0567,2.59,327.1,14.7
24.63,7.153,5.226,1.43,0.0272,0.0912,1.5007,149.594,36.7
28.21,7.46,3.695,3.87,0.4144,0.1475,3.22,421.2,82.2
28.44,7.51,3.169,3.614,0.11,0.0777,2.969,188.9,6
25.39,7.57,6.567,2.12,0.0583,0.0517,2.412,328,11.4
24.17,7.111,5.401,1.25,0.24,0.0852,1.4852,142.829,28.852
28.05,7.44,3.728,3.56,0.3785,0.1389,3.339,421.2,77.7
27.61,7.4,2.328,3.347,0.14,0.0801,2.938,195.1,6.2
25.39,7.61,6.615,2.03,0.0523,0.0519,2.343,326.2,9.4
24.04,7.12,5.336,1.42,0.2317,0.0803,1.3913,142.101,25.954
27.94,7.41,3.048,3.6,0.3883,0.1408,3.161,420.5,56.1
27.8,7.39,1.792,3.178,0.14,0.0685,2.939,181.8,5.9
25.2,7.51,5.791,2.013,0.0671,0.0664,2.453,327.7,9.7
24.04,7.06,4.938,1.41,0.1178,0.0837,1.4853,183.181,26.464
28.23,7.41,3.316,3.59,0.3045,0.1342,3.118,409.1,55.4
27.95,7.4,1.935,2.875,0.11,0.0792,2.984,180.8,5.9
25.2,7.47,5.492,2.013,0.0787,0.0652,2.686,328.8,9.9
24.04,7.028,4.902,1.52,0.3201,0.0825,1.596,232.717,14.58
28.82,7.44,3.779,3.84,0.35,0.1356,3.204,412.5,122.6
29.02,7.52,3.896,3.747,0.08,0.0889,3.067,179.6,7.1
24.96,7.32,4.466,1.941,0.1182,0.067,2.708,342.3,15.9
23.66,7.112,5.355,1.34,0.2996,0.0785,1.4136,176.14,21.783
28.8,7.44,3.675,3.56,0.4016,0.1388,3.247,414.9,105.1
29.12,7.71,5.948,3.747,0.08,0.0889,3.067,178.9,5.3
25.1,7.43,5.151,1.968,0.1107,0.0627,2.5,338.1,15.4
23.6,7.165,5.381,1.28,0.1452,0.0799,1.3757,180.921,22.252
28.4,7.41,3.321,3.84,0.4496,0.1446,3.167,403.3,138.9
28.56,7.44,2.957,3.085,0.05,0.0706,2.933,181,5.6
25.01,7.38,4.785,1.807,0.1206,0.0676,2.954,340.5,15.3
23.77,7.168,5.303,1.19,0.2053,0.0813,1.427,190.951,16.381
28.24,7.39,2.983,3.6,0.4329,0.1368,2.957,396.4,62.2
28.14,7.46,2.397,3.085,0.05,0.0706,2.933,175.7,6.4
24.82,7.37,4.373,1.896,0.1313,0.0665,2.777,340,12.8
23.71,7.237,5.282,1.19,0.2053,0.0813,1.427,149.662,37.215
27.99,7.43,3.451,4.38,0.2532,0.1589,3.199,388.3,89.5
27.82,7.47,2.862,3.48,0.06,0.083,2.804,170.9,5.3
24.63,7.35,4.238,1.941,0.1339,0.0704,2.7,337.7,11.9
23.95,7.249,5.428,0.85,0.0289,0.0871,1.2338,143.546,38.676
27.86,7.49,4.458,3.47,0.4561,0.1434,2.898,390.9,145.7
27.84,7.46,2.743,3.773,0.12,0.078,2.79,171.3,5.7
24.26,7.33,4.589,1.986,0.1962,0.0832,2.564,277.5,26.1
24.06,7.242,5.577,1.31,0.0722,0.0971,1.2388,141.615,52.405
28.06,7.47,3.579,6.01,0.4019,0.1568,3.097,449.2,74.8
27.99,7.5,2.735,4.348,0.22,0.1138,2.841,181.9,12.1
24.35,7.49,5.974,2.12,0.0817,0.0727,2.481,282.8,22.5
24.05,7.184,5.382,1.44,0.2812,0.0885,1.3775,156.245,36.426
27.95,7.46,3.006,5.57,0.7992,0.1765,3.575,491.2,59.1
27.81,7.47,1.913,5.765,0.25,0.1865,2.833,203.7,26.3
24.25,7.52,5.878,2.2,0.0933,0.079,2.542,280.4,26.7
24.07,7.064,4.602,1.77,0.9597,0.1222,1.8503,167.289,30.993
27.74,7.46,2.482,4.67,0.9804,0.1774,3.608,487.4,45.3
27.05,7.49,2.259,6.555,0.59,0.2463,2.8,198,52.9
24.01,7.52,6.617,2.102,0.1362,0.096,2.586,282.4,38.1
24.44,6.64,4.011,1.96,1.4308,0.1654,2.3622,193.623,43.824
27.66,7.45,2.42,4.67,0.9804,0.1774,3.608,484.3,41.5
26.3,7.49,3.578,6.555,0.59,0.2463,2.8,181.8,68.6
24.16,7.72,7.134,2.102,0.1362,0.096,2.586,265.9,62.6
24.69,6.605,3.241,1.96,1.4308,0.1654,2.3622,205.85,32.573
27.73,7.42,2.284,4.25,1.2904,0.1781,3.586,479.6,43.3
26.06,7.45,2.766,6.586,0.51,0.3285,3.253,188.7,68.5
24.53,7.84,7.223,2.504,0.0486,0.0709,2.412,257.8,35.3
24.65,6.538,2.796,1.96,1.7498,0.1757,2.85,208.308,28.52
27.78,7.4,2.906,3.84,1.1345,0.1633,3.43,407.3,46
25.88,7.48,2.909,5.595,0.25,0.286,3.206,200.7,62.4
24.65,7.9,7.345,2.361,0.0358,0.0637,2.576,254.6,28.8
24.68,6.815,2.984,1.96,1.7498,0.1757,2.85,208.567,30.644
28.55,7.42,3.125,4,0.9342,0.1597,2.909,437.2,66.9
26.57,7.54,3.087,5.688,0.28,0.2391,3.196,202.6,52.9
25.2,7.95,7.9,2.236,0.0289,0.062,2.471,253.4,24.9
28.67,7.4,3.085,4.03,0.6586,0.1526,3.134,419.5,42.4
25.49,8.08,7.845,2.254,0.0279,0.0661,2.508,245.5,27.8
28.11,7.37,3.223,3.63,0.6171,0.1509,3.059,383.6,39.1
25.3,8.2,7.574,2.576,0.0325,0.0666,2.465,244.1,25.2
27.87,7.39,2.863,3.63,0.6171,0.1509,3.059,387.4,33
24.91,7.95,7.206,2.576,0.0325,0.0666,2.465,249.3,27
27.72,7.39,2.721,3.33,0.6167,0.1325,2.952,398.7,37.6
24.35,7.73,7.037,2.451,0.0424,0.0678,2.561,244,29.1
24.36,7.028,4.564,0.78,0.5886,0.1389,1.7102,163.701,62.042
27.92,7.38,2.712,3.61,0.671,0.1323,2.806,403,36.6
23.98,7.6,7.001,2.048,0.0493,0.0738,2.779,242.6,31.6
24.49,7.058,4.93,0.86,0.4571,0.1268,1.6245,161.209,70.73
28.05,7.38,2.842,3.57,0.6734,0.1305,2.876,401.5,42.6
24.72,7.63,7.19,0.25,0.025,0.0078,0.314,244.3,25.7
25.15,7.065,4.965,0.71,0.4108,0.1426,1.4679,157.653,108.041
28.48,7.38,3.047,3.41,0.6411,0.1287,2.984,399.6,56.3
27.73,7.71,3.723,4.476,0.11,0.1351,2.968,206.1,21.9
25.1,7.74,7.647,2.496,0.0364,0.0802,3.016,239.1,26.6
25.22,7.107,5.075,0.35,0.1954,0.1599,1.2617,154.745,122.862
28.29,7.37,2.461,3.61,0.6815,0.1343,3.07,404.9,45
25.01,7.77,6.932,2.54,0.0367,0.065,2.861,245.1,23.2
25.01,7.13,5.328,0.33,0.1568,0.2046,1.1755,149.764,108.022
28.12,7.34,2.155,3.61,0.6815,0.1343,3.07,411.2,37
27.14,7.69,4.24,4.528,0.12,0.137,2.929,201.6,17.6
24.25,7.59,6.463,2.54,0.0367,0.065,2.861,257.4,27
24.95,7.136,5.468,0.33,0.1568,0.2046,1.1755,145.389,98.376
27.98,7.34,2.202,3.46,0.6367,0.1358,3.048,412.7,44.2
24.16,7.55,6.342,2.424,0.0493,0.0749,2.738,253.4,25.6
24.85,7.114,5.513,0.53,0.0991,0.1357,1.1932,140.991,108.27
28.04,7.36,2.424,3.72,0.6899,0.1364,2.882,414.3,52.9
27.07,7.68,3.963,3.783,0.1,0.1163,2.985,207.1,18.8
24.44,7.59,6.418,2.03,0.0368,0.0717,2.838,255.3,23.6
24.96,7.097,5.589,0.64,0.0645,0.1295,1.1996,140.797,97.948
29.12,7.37,2.758,3.64,0.7497,0.1406,3.167,419.4,62.3
28.35,7.7,4.21,3.527,0.09,0.1172,2.905,205.9,17.4
25.68,7.81,7.383,2.379,0.0257,0.0702,2.678,256.6,23.7
25.76,7.094,5.492,0.28,0.0737,0.1345,1.214,144.701,112.347
29.03,7.4,2.84,4.39,0.7729,0.1503,2.887,424.6,121.7
26.59,8.19,8.509,2.299,0.025,0.0649,2.442,255.4,22.3
26.49,7.146,5.491,0.92,0.1331,0.1289,1.3124,150.683,89.005
28.9,7.36,2.701,4.26,0.7546,0.1475,3.038,429.6,105.1
26.81,8.28,7.912,2.487,0.0285,0.0695,2.38,248.7,22.9
26.02,7.121,5.672,0.62,0.0828,0.1808,1.1936,147.387,104.179
28.72,7.36,2.359,4.26,0.7546,0.1475,3.038,437,46.9
27.98,7.69,3.81,3.922,0.11,0.1243,2.912,209.9,14
26.69,8.32,7.423,2.487,0.0285,0.0695,2.38,254.9,18.8
25.97,7.108,5.451,0.62,0.0828,0.1808,1.1936,145.636,99.052
28.72,7.38,2.371,3.92,0.7546,0.1406,3.167,447.1,73.3
27.81,7.69,3.81,3.46,0.33,0.1067,2.824,209.9,14.2
25.68,7.88,6.38,2.442,0.032,0.0655,2.451,249.9,20.9
25.86,7.091,5.316,1.07,0.0947,0.1201,1.3186,147.722,77.344
28.75,7.39,2.527,4.5,0.7993,0.1473,3.231,449.2,71.7
28.18,7.7,3.891,3.321,0.09,0.1027,2.788,210.7,14.3
25.1,7.68,6.317,2.245,0.0317,0.069,2.638,248.9,23.5
26.1,7.074,5.271,1,0.0687,0.1212,1.3056,147.58,90.861
29.78,7.38,2.884,4.21,0.8656,0.1507,3.366,448.9,74.6
30.86,7.62,2.662,3.352,0.09,0.0957,2.805,213.2,13.9
25.98,7.72,6.799,2.442,0.025,0.0675,2.762,249.1,22
27.35,7.091,5.165,1,0.0757,0.1169,1.4772,152.208,82.223
30.12,7.39,3.182,3.19,0.7383,0.1454,3.425,447.2,157.8
30.44,7.67,3.742,3.158,0.11,0.095,2.591,210.6,12.1
26.9,8.11,8.874,2.317,0.025,0.0673,2.63,245.6,21.2
27.48,7.108,5.198,0.88,0.0982,0.1182,1.3867,156.157,78.64
29.84,7.38,2.782,3.75,0.8033,0.1423,3.382,446.3,51.5
30.18,7.68,3.494,3.91,0.1,0.1213,2.734,211.8,10.8
27,8.19,8.676,2.513,0.025,0.0617,2.456,247.4,17.7
27.45,7.1,5.067,1.06,0.1068,0.1584,1.4857,159.545,61.272
29.89,7.37,2.39,3.67,0.7739,0.1384,3.285,446.2,41.2
29.88,7.67,3.188,3.654,0.08,0.0849,2.782,212.2,9.7
26.75,8.09,7.802,2.335,0.025,0.0582,2.299,247,15.9
27.13,7.072,4.863,1.06,0.1068,0.1584,1.4857,158.725,70.866
29.62,7.37,2.547,3.64,0.7583,0.1388,3.253,446.4,40.1
29.7,7.6,2.972,3.792,0.26,0.0848,2.842,203.5,9.2
25.78,7.78,6.577,2.442,0.0289,0.0641,2.411,245.1,17.5
26.92,7.074,4.669,0.99,0.1225,0.1271,1.3986,169.058,88.592
29.8,7.36,2.796,3.92,0.6553,0.1334,3.339,446.3,71.2
30,7.65,2.872,3.792,0.26,0.0848,2.842,211.5,10
25.39,7.65,6.236,2.182,0.025,0.068,2.682,245,20.7
27.11,7.078,4.66,1.19,0.1587,0.1235,1.4656,180.325,76.047
31.1,7.37,3.283,4.5,0.7527,0.1473,3.371,446.5,120.5
31.49,7.74,3.233,3.35,0.08,0.0838,2.638,213,9.9
26.59,7.82,7.618,2.263,0.025,0.0611,2.478,243.2,21
28.09,7.107,4.659,1.2,0.1952,0.1211,1.5604,197.2,67.556
30.62,7.45,4.388,3.22,0.6071,0.1433,3.629,436.9,130.3
31.38,7.72,3.667,3.433,0.08,0.0823,2.65,212.4,9.5
27.53,8.16,9.033,2.299,0.025,0.0583,2.478,240.5,19.4
28.33,7.135,4.659,1.2,0.2113,0.1501,1.5077,204.608,82.147
30.41,7.42,4.115,3.61,0.4691,0.1405,3.091,433.1,76.9
30.66,7.69,3.349,3.517,0.09,0.088,2.724,215.3,9.1
27.32,8.05,8.191,2.451,0.025,0.0556,2.321,241.4,16.1
28.12,7.091,4.422,1.04,0.2195,0.1398,1.4547,219.039,88.236
30.36,7.39,3.533,4.03,0.6117,0.1443,3.457,432.8,64.7
30.27,7.67,3.163,3.256,0.08,0.0772,2.768,214.9,9.1
27.11,7.75,6.912,2.165,0.0336,0.056,2.268,247.7,14.8
27.77,7.101,4.338,1.04,0.2195,0.1398,1.4547,226.107,84.752
30.18,7.36,2.521,4.07,0.5904,0.1472,3.36,432,57.4
30.02,7.65,3.129,3.168,0.24,0.0773,2.701,212.7,8.6
26.9,7.55,5.864,2.165,0.0507,0.0641,2.373,253.1,15
27.54,7.071,4.269,1.06,0.2599,0.1252,1.5523,234.601,66.385
30.3,7.37,2.567,4.29,0.6021,0.1492,3.269,434.3,63
30.12,7.67,3.268,3.173,0.07,0.0775,2.679,211.7,8.8
26.8,7.47,5.442,2.165,0.0712,0.0736,2.504,259.1,15.5
27.63,7.082,4.286,1.07,0.204,0.1619,1.5494,237.349,88.288
30.86,7.37,2.796,5.31,0.514,0.1731,3.226,453.4,136.2
31.13,7.72,3.641,3.256,0.08,0.1869,2.696,210.7,9.3
27.42,7.49,6.086,2.496,0.0401,0.0733,2.338,259.2,19.3
28.4,7.126,4.336,1.09,0.226,0.1302,1.5419,239.844,77.772
30.87,7.38,3.389,4.62,0.3863,0.162,3.333,450,72.3
31.7,7.8,4.451,3.345,0.06,0.0813,2.642,210.2,9.3
28.29,7.99,7.764,2.496,0.0307,0.0547,2.414,267,19.5
28.61,7.149,4.471,1.12,0.1724,0.1214,1.5357,235.336,61.04
30.45,7.4,3.394,4.37,0.4589,0.1516,3.167,442.6,67.3
30.57,7.73,3.638,3.207,0.06,0.0813,2.625,209.4,10.5
26.69,7.79,7.227,2.424,0.0354,0.0669,2.429,253.9,21.4
27.9,7.097,4.124,0.98,0.1339,0.1284,1.5797,244.865,73.947
30.39,7.39,2.805,4.34,0.4149,0.148,3.124,444.6,87
29.98,7.73,3.701,3.566,0.06,0.0791,2.585,210,8.9
26.39,7.73,6.525,2.317,0.0481,0.0703,2.422,257.4,24.9
27.61,7.115,4.103,0.98,0.1339,0.1284,1.5797,246.93,89.926
30.1,7.4,2.108,3.26,0.3375,0.1438,3.134,451,137.8
29.71,7.7,3.705,2.937,0.19,0.0727,2.569,205.1,7.3
26.18,7.59,5.667,2.245,0.0647,0.0701,2.332,260.3,21.8
27.48,7.071,4.364,0.79,0.2603,0.1386,1.413,265.095,79.291
30.08,7.4,2.109,3.02,0.4571,0.1531,3.199,453.9,152.8
29.82,7.67,3.446,2.937,0.07,0.0729,2.496,199.7,7.6
26.08,7.53,5.584,0.25,0.025,0.005,0.251,265.2,19.9
27.47,7.064,3.938,1.1,0.2453,0.1348,1.4788,264.765,85.303
30.44,7.42,2.344,5.1,0.1832,0.1668,2.941,450.8,134.7
30.48,7.66,3.387,3.119,0.07,0.0732,2.425,195.8,7.5
27.21,7.65,6.124,2.29,0.0532,0.0764,2.411,253.9,28.3
27.91,7.078,4.139,0.94,0.2609,0.1276,1.4828,259.287,66.862
30.47,7.47,3.616,4.83,0.2604,0.1688,3.624,445.5,126.8
28.91,7.63,3.892,3.35,0.06,0.0776,2.56,184.5,8.3
26.9,7.72,5.961,2.496,0.0742,0.076,2.39,276.3,32.6
27.69,7.086,4.228,1.13,0.2161,0.1327,1.4469,251.135,83.671
30.18,7.46,3.57,4.43,0.2485,0.1633,3.043,441.8,108
29.32,7.69,3.402,3.585,0.07,0.1104,2.506,198.6,29.2
26.19,7.78,6.314,2.478,0.0294,0.0652,2.464,256.6,20.2
27.22,7.128,4.842,0.99,0.025,0.1376,1.355,181.825,98.236
29.99,7.42,3.16,4.43,0.2485,0.1633,3.043,439.3,104.5
28.65,7.66,3.601,3.585,0.07,0.1104,2.506,192.4,22.7
26.08,7.68,5.659,2.478,0.0294,0.0652,2.464,257.1,15.9
26.9,7.14,5.19,0.99,0.025,0.1376,1.355,150.972,135.546
29.92,7.41,2.888,4.36,0.4889,0.1519,3.328,442.4,71.7
28.58,7.58,3.208,3.905,0.24,0.1217,2.614,186.2,19.6
25.98,7.54,4.904,2.531,0.0666,0.0623,2.302,258.9,13.7
26.81,7.144,5.22,1.02,0.025,0.1213,1.1305,142.083,82.714
29.84,7.42,3.116,4,0.3911,0.1501,3.253,442,71.8
28.87,7.55,2.24,4.435,0.14,0.1299,2.624,211.1,19.9
26.02,7.49,4.651,2.254,0.07,0.0686,2.643,261.6,14.1
26.79,7.145,5.263,1.02,0.025,0.1116,1.2227,141.399,76.05
30.16,7.41,3.103,3.54,0.3476,0.1501,3.172,441.9,63
29.45,7.57,2.785,4.101,0.11,0.1188,2.366,193.5,19.3
26.59,7.54,5.566,2.209,0.0429,0.068,2.482,262.6,18.1
27.23,7.151,5.115,1.01,0.0359,0.1168,1.1769,149.175,100.686
30.35,7.43,3.066,4,0.3515,0.1544,3.075,442.8,71.7
29.44,7.6,3.71,3.669,0.07,0.1048,2.288,181.4,18.2
27.11,7.99,7.281,2.352,0.0265,0.0654,2.311,261.5,19.7
27.48,7.19,5.157,0.91,0.0773,0.1146,1.3134,155.794,71.136
30.25,7.43,3.113,4.08,0.3492,0.1506,3.145,446.4,73.4
28.82,7.6,3.87,3.625,0.08,0.1224,2.135,176.5,15.8
26.8,7.77,6.152,2.254,0.0417,0.0598,2.371,273.4,16.7
27.47,7.162,5.111,0.91,0.0482,0.1127,1.3243,158.844,76.603
30.17,7.4,2.894,4.08,0.3492,0.1506,3.145,434.7,71.1
28.61,7.6,3.557,3.625,0.08,0.1224,2.135,184.3,14.8
26.59,7.56,4.997,2.254,0.0417,0.0598,2.371,280.9,14.2
27.45,7.157,4.991,0.91,0.0482,0.1127,1.3243,164.462,84.745
30.08,7.4,2.748,3.87,0.3324,0.1434,2.866,451.9,69.1
28.54,7.58,3.24,3.497,0.13,0.1052,2.41,193.1,14.8
26.39,7.47,4.64,2.424,0.0779,0.068,2.304,283.8,12.3
27.26,7.146,4.867,0.84,0.025,0.1088,1.3017,172.186,67.96
30.07,7.37,2.353,4.44,0.3618,0.1477,2.909,447.7,80.5
28.9,7.55,2.553,3.728,0.07,0.1027,2.561,198,14.9
26.39,7.39,3.949,2.254,0.1093,0.0719,2.431,292,13.3
27.45,7.161,4.831,1.14,0.025,0.1141,1.2427,178.452,86.913
30.74,7.39,2.664,4.16,0.3656,0.1413,2.677,442,44.2
30.07,7.54,2.364,3.9,0.08,0.1019,2.735,195.1,14.1
27.21,7.58,6.741,2.406,0.0274,0.0679,2.288,276.1,19.2
27.84,7.179,4.935,0.88,0.025,0.1288,1.2489,184.207,72.083
30.98,7.4,3.174,4.28,0.3726,0.1406,2.946,434.4,69.3
30.65,7.51,2.317,4.013,0.07,0.0986,2.937,195.3,12.6
28.18,8.04,8.04,2.388,0.025,0.0885,2.251,281.2,20.2
28.54,7.239,5.172,1.22,0.0663,0.1062,1.4134,185.325,55.1
30.87,7.39,3.214,4.32,0.3814,0.1433,2.785,422.7,70.9
30.18,7.51,2.137,4.131,0.1,0.1072,2.774,194.2,11.8
27.85,7.8,6.541,2.513,0.0372,0.0682,2.204,283.7,17.3
28.2,7.168,4.76,1.05,0.0367,0.1498,1.3724,196.598,63.76
30.73,7.39,3.005,4.32,0.3814,0.1433,2.785,418.6,52.3
29.78,7.51,2.224,4.131,0.1,0.1072,2.774,192,11.4
27.53,7.62,5.758,2.513,0.0372,0.0682,2.204,286.8,13.8
27.96,7.162,4.798,1.05,0.0367,0.1498,1.3724,200.818,23.91
30.58,7.37,2.334,4.05,0.4317,0.1435,3.07,416.6,56.8
