监测时间,水温,pH,溶解氧,电导率,浊度,高锰酸盐指数,氨氮,总磷,总氮
,12.5,7.76,12.28,923.2,4.6,2.23,0.438,0.108,10.81
2024/1/2 8:00,7.2,8.2,10.41,462.4,2.6,2.23,0.138,0.005,0.61
2024/1/2 12:00,2.5,8.18,11.43,1393.1,32,2.22,0.116,0.04,4.05
2024/1/2 12:00,10.6,8.19,13.46,248.8,2.5,2.22,0.09,0.099,2.14
2024/1/2 12:00,9.5,6.83,12.88,177.9,10.8,2.22,1.259,0.056,3.38
2024/1/2 12:00,14.1,7.47,8.47,304.7,9.7,2.22,0.065,0.037,2.55
2024/1/2 16:00,1.3,8.81,12.2,2081.2,198.2,2.22,0.501,0.058,6.73
2024/1/2 20:00,9.4,7.44,11.66,899.6,6.3,2.22,0.035,0.083,8.2
2024/1/2 20:00,1.9,7.2,11.73,252.4,5.8,2.22,0.089,0.047,2.44
2024/1/2 20:00,10.4,7.41,11.38,275.8,3.4,2.22,0.147,0.043,2.05
2024/1/2 20:00,7.5,6.66,10.98,185.3,33.8,2.22,0.105,0.034,2.57
2024/1/2 20:00,11.6,8.56,8.92,612.7,0.7,2.22,0.025,0.079,4.87
2024/1/3 0:00,9.2,7.36,10.31,913.6,9.2,2.22,0.035,0.083,8.2
2024/1/3 0:00,1.9,7.21,11.79,251.2,5.6,2.22,0.089,0.047,2.44
2024/1/2 20:00,10.4,7.41,11.38,275.8,3.4,2.22,0.147,0.043,2.05
2024/1/3 0:00,7.2,6.58,10.83,185.4,38.3,2.22,0.124,0.034,2.57
2024/1/3 0:00,11.1,8.3,8.2,613.3,0.8,2.22,0.025,0.079,4.87
2024/1/3 4:00,0.5,7.97,11.53,680.3,3.5,2.22,0.025,0.005,8.36
2024/1/3 4:00,1.8,7.37,11.34,837,10.6,2.22,1.47,0.077,8.09
2024/1/3 4:00,30.1,8.74,6.42,541.8,21.3,2.22,0.035,0.025,2.43
2024/1/3 4:00,14.1,7.82,8.49,162.9,11.9,2.22,0.025,0.068,1.57
2024/1/3 4:00,8.3,8,9.45,799,8,2.22,1.142,0.112,7.07
2024/1/3 8:00,0.5,7.91,11.29,681.7,3.6,2.22,0.025,0.005,8.36
2024/1/3 8:00,1.6,7.34,11.31,831,13.3,2.22,1.47,0.077,8.09
2024/1/3 4:00,30.1,8.74,6.42,541.8,21.3,2.22,0.035,0.025,2.43
2024/1/3 4:00,14.1,7.82,8.49,162.9,11.9,2.22,0.025,0.068,1.57
2024/1/3 8:00,6.9,8.07,9.67,822,8,2.22,1.142,0.112,7.07
2024/1/3 12:00,2.5,8.17,11.04,1351.6,33.1,2.22,0.118,0.041,4.21
2024/1/3 12:00,8.6,7.68,10.43,255.1,2.7,2.22,0.069,0.044,2.56
2024/1/3 12:00,11.1,7.02,9.8,291.2,26.1,2.22,0.151,0.078,3.62
2024/1/3 12:00,4.4,7.92,13.14,1196.5,2,2.22,0.025,0.032,16.46
2024/1/3 12:00,12.3,8.07,8.5,1398.2,7.7,2.22,0.354,0.044,2.93
2024/1/3 12:00,10.6,7.9,10.47,595.9,1.2,2.22,0.025,0.073,3.87
2024/1/3 12:00,14.3,8.27,9.37,638.2,25.8,2.22,0.025,0.054,5.18
2024/1/3 12:00,0.6,8.81,12.19,2248.7,372.4,2.22,0.568,0.053,6.69
2024/1/3 16:00,12.8,7.77,9.24,369.4,34.7,2.22,0.027,0.124,1.77
2024/1/3 16:00,11,8.22,11.7,329.6,2.7,2.22,0.214,0.109,2.7
2024/1/3 20:00,6.6,8.2,12.11,866.8,6.3,2.22,0.147,0.094,10
2024/1/3 20:00,8.2,7.53,11.89,347.2,2,2.22,0.203,0.022,3.27
2024/1/3 20:00,12.2,8.23,8.05,414.4,15,2.22,0.071,0.181,5.06
2024/1/4 0:00,5.9,8.14,11.73,848.4,6.3,2.22,0.147,0.094,10
2024/1/3 20:00,8.2,7.53,11.89,347.2,2,2.22,0.203,0.022,3.27
2024/1/3 20:00,12.2,8.23,8.05,414.4,15,2.22,0.071,0.181,5.06
2024/1/1 4:00,12.7,7.87,8.85,1248.9,2.3,2.22,0.066,0.073,10.16
2024/1/1 4:00,12.3,7.94,10.81,187.1,6.9,2.22,0.025,0.066,1.64
2024/1/4 4:00,9.2,7.74,11.99,273,5,2.22,0.078,0.048,2.24
2024/1/4 4:00,15.5,7.68,9.89,14090.5,10.2,2.22,0.061,0.188,0.9
2024/1/4 4:00,10.5,7.9,10.11,329.7,2.7,2.22,0.255,0.111,2.81
2024/1/4 8:00,12,7.68,11.45,939.9,4,2.22,0.167,0.078,9.28
2024/1/4 8:00,1.8,7.16,5.71,912.2,13.2,2.22,0.597,0.067,11.11
2024/1/4 8:00,7.2,8.09,11.3,384.1,5.2,2.22,0.066,0.03,2.13
2024/1/4 8:00,9.8,6.72,10.15,164.7,21.2,2.22,0.882,0.072,2.86
2024/1/4 8:00,6.7,8.24,17.12,1575.9,67.7,2.22,0.113,0.005,0.68
2024/1/1 8:00,9.9,8.1,7.98,548.5,27.4,2.22,0.084,0.071,2.5
2024/1/1 8:00,7.7,7.99,10.29,385.9,7.1,2.22,0.068,0.036,2.24
2024/1/1 8:00,11.4,7.27,11.04,264.2,1.9,2.22,0.045,0.074,2
2024/1/1 8:00,7.2,6.49,10.39,183.7,32.9,2.22,0.153,0.034,2.57
2024/1/1 12:00,7.9,8.07,10.55,387.8,7.3,2.22,0.075,0.034,2.24
2024/1/1 12:00,7.9,7.12,9.86,177.7,33.6,2.22,0.507,0.072,0.76
2024/1/1 16:00,7.9,8.08,10.51,388,7.8,2.22,0.076,0.036,2.28
2024/1/1 16:00,12.2,7.62,7.88,283,6.2,2.22,0.096,0.024,1.27
2024/1/1 20:00,11,6.95,9.42,321.4,24.3,2.22,0.15,0.052,3.74
2024/1/1 20:00,11,6.95,9.42,321.4,24.3,2.22,0.15,0.052,3.74
,1.8,8.13,12.25,627.5,1.7,2.22,0.025,0.005,5.12
,10.4,8.06,10.57,322.7,4,2.22,0.093,0.096,2.29
2024/1/2 8:00,12.4,7.9,8.75,1249.9,3.1,2.22,0.065,0.073,9.86
2024/1/2 8:00,0.6,8.29,13.04,1055.1,87.4,2.22,0.025,0.033,3.24
2024/1/2 8:00,7.5,7.97,10.24,389.2,7.4,2.22,0.094,0.037,2.27
2024/1/2 8:00,12.8,7.5,11.26,169.2,6.6,2.22,0.025,0.057,1.54
2024/1/2 8:00,12.9,8.28,6.56,648.2,7.7,2.22,0.24,0.091,5.26
2024/1/2 12:00,1.4,8.59,17.9,476.3,4.1,2.21,0.025,0.023,7.49
2024/1/2 12:00,10.6,6.79,10.49,245.2,7.1,2.21,0.318,0.082,2.48
2024/1/2 12:00,17.5,7.36,11.97,113.1,4.3,2.21,0.062,0.084,2.11
2024/1/2 12:00,20.9,7.69,10.08,2025.6,8.1,2.21,0.136,0.05,1.08
2024/1/2 16:00,2,7.99,12.41,698,3.2,2.21,0.442,0.092,11.89
2024/1/2 16:00,10.5,8.15,12.88,248.7,2.4,2.21,0.084,0.101,2.1
2024/1/2 16:00,12,7.44,10.01,113,3,2.21,0.1,0.052,4.07
2024/1/2 20:00,10.6,8.12,10.2,372.2,104,2.21,0.102,0.114,3.16
2024/1/2 20:00,7.5,8.02,10.31,391.1,7.4,2.21,0.097,0.035,2.29
2024/1/3 0:00,10.6,8.12,10.19,371.8,74,2.21,0.102,0.114,3.16
2024/1/3 0:00,7.4,8.01,10.38,390.9,7.4,2.21,0.097,0.035,2.29
2024/1/3 4:00,13.1,7.75,11.5,172.3,5.8,2.21,0.025,0.062,1.38
2024/1/3 4:00,7.8,7.52,9.96,117.6,1.5,2.21,0.034,0.009,0.58
2024/1/3 8:00,12.9,7.56,11.32,168.8,4.2,2.21,0.025,0.062,1.38
2024/1/3 4:00,7.8,7.52,9.96,117.6,1.5,2.21,0.034,0.009,0.58
2024/1/3 12:00,8.9,7.88,10.14,457.7,19.6,2.21,0.085,0.057,2.9
2024/1/3 12:00,6.8,8.41,12.41,306.3,8.8,2.21,0.025,0.016,0.34
2024/1/3 16:00,8.5,8.09,11.29,710.6,12.5,2.21,0.025,0.046,2.39
2024/1/3 16:00,11,7.45,10.5,122.3,2,2.21,0.044,0.04,1.57
2024/1/3 16:00,15.9,7.48,8.66,174.7,2.9,2.21,0.308,0.042,2.53
2024/1/3 16:00,18.7,7.2,10.49,116,4.5,2.21,0.09,0.09,2.15
2024/1/3 16:00,0.8,8.81,12.18,2186.7,143.8,2.21,0.531,0.058,6.57
2024/1/3 20:00,2.4,8.23,8.69,651.9,59.9,2.21,1.11,0.133,6.68
2024/1/3 20:00,8,8.08,10.93,388,6.5,2.21,0.108,0.037,2.33
2024/1/4 0:00,1.2,8.24,8.88,642.4,44.7,2.21,1.11,0.133,6.68
2024/1/4 0:00,7.5,8.07,11.06,387.5,6.2,2.21,0.108,0.037,2.33
2024/1/1 4:00,0.6,7.63,6.72,979.3,2,2.21,0.109,0.03,4.22
2024/1/1 4:00,5.3,7.88,13.21,426.1,65.8,2.21,0.025,0.049,0.6
2024/1/1 4:00,8.6,7.73,10.55,247,2.8,2.21,0.063,0.041,2.98
2024/1/1 4:00,8.4,7.84,9.87,412,12.9,2.21,0.199,0.055,1.68
2024/1/4 4:00,7.4,8.08,11.17,386.5,5.5,2.21,0.065,0.031,2.16
2024/1/4 4:00,16.5,7.06,7.3,147.3,5.8,2.21,0.049,0.105,2.14
2024/1/4 4:00,15,7.78,8.26,164.6,12.6,2.21,0.025,0.066,1.5
2024/1/1 8:00,1.6,7.87,11.64,727.9,1.7,2.21,0.538,0.123,12.29
2024/1/1 8:00,3.2,7.46,13.49,227.6,1.3,2.21,0.025,0.028,3.34
2024/1/1 8:00,7.8,7.16,11.16,136.3,12,2.21,0.025,0.081,1.51
2024/1/1 8:00,8.8,6.8,11.09,241.7,7.7,2.21,0.344,0.094,2.48
2024/1/1 8:00,14.6,7.46,9.1,171.4,1.8,2.21,0.084,0.047,2.25
2024/1/1 8:00,4.6,7.92,11.53,517.5,24,2.21,0.025,0.012,1.97
2024/1/1 12:00,4.9,8.08,11.8,804.8,5,2.21,0.102,0.005,3.78
2024/1/1 12:00,1.8,8.42,10.2,1217,3.4,2.21,0.321,0.066,13.64
2024/1/1 12:00,13.2,8.18,8.52,673.7,5.1,2.21,0.087,0.147,6.12
2024/1/1 16:00,3.7,7.89,17.07,812.8,6,2.21,0.037,0.026,2.13
2024/1/1 16:00,1.8,8.52,10.78,1205.7,3.6,2.21,0.359,0.057,13.2
2024/1/1 16:00,1.9,7.91,11.75,718.8,2.3,2.21,0.587,0.115,12.29
2024/1/1 20:00,10.2,7.7,9.83,612.7,14,2.21,0.543,0.062,5.33
2024/1/2 0:00,10,7.73,9.96,499.2,9.4,2.21,0.543,0.062,5.33
,1.6,8.56,17.55,472,4,2.21,0.025,0.024,7.42
,1.8,7.19,11.64,251.4,6.9,2.21,0.095,0.048,2.54
,7.5,6.51,10.51,181.7,33.9,2.21,0.135,0.033,2.54
,13.2,7.78,8.71,334.5,4.7,2.21,0.025,0.048,1.85
,0.7,8.52,13.14,1782.7,14.7,2.21,0.31,0.03,13.12
2024/1/2 4:00,1.6,8.56,17.55,472,4,2.21,0.025,0.024,7.42
2024/1/2 8:00,13.2,7.77,8.7,334.4,4.2,2.21,0.025,0.05,1.81
2024/1/2 12:00,7.8,8.07,10.56,390.5,7.1,2.2,0.095,0.035,2.27
2024/1/2 12:00,19.4,7.13,8.03,117.3,18.2,2.2,0.067,0.071,2.01
2024/1/2 12:00,3.8,8.7,15.18,1044.7,6.2,2.2,0.05,0.024,7.93
2024/1/2 12:00,1.8,8.32,10,776.4,20.5,2.2,0.293,0.047,4.19
2024/1/2 16:00,10,7.9,11.06,378.9,52.3,2.2,0.128,0.071,1.71
2024/1/2 16:00,5,8.89,13.8,1150,20.4,2.2,0.113,0.052,4.2
2024/1/2 16:00,10.9,8.74,19.38,360.3,2.4,2.2,0.025,0.022,3.06
2024/1/2 20:00,12.8,8.18,10.28,1242.5,2.4,2.2,0.046,0.076,10.89
2024/1/2 20:00,4.1,8.08,11.86,1096.1,6.2,2.2,0.251,0.054,9.23
2024/1/2 20:00,8.4,8.11,11.5,289.1,7.6,2.2,0.093,0.065,2.96
2024/1/2 20:00,8.6,7.71,10.6,260.4,2.9,2.2,0.068,0.042,2.99
2024/1/2 20:00,8.9,7.69,10.5,474.6,9.8,2.2,0.103,0.093,3.95
2024/1/2 20:00,8.5,8.12,11.36,713,6.1,2.2,0.025,0.045,2.38
2024/1/2 20:00,11.9,8.3,8.34,421.8,12.7,2.2,0.044,0.172,4.94
2024/1/3 0:00,12.9,7.9,8.77,1253,3.3,2.2,0.046,0.076,10.89
2024/1/3 0:00,4.6,8.04,10.97,1151,5,2.2,0.251,0.054,9.23
2024/1/3 0:00,8.5,8.09,11,291.7,7.9,2.2,0.093,0.065,2.96
2024/1/3 0:00,8.6,7.69,10.42,254.9,3.1,2.2,0.068,0.042,2.99
2024/1/3 0:00,8.9,7.69,10.5,474.6,9.9,2.2,0.103,0.093,3.95
2024/1/2 20:00,8.5,8.12,11.36,713,6.1,2.2,0.025,0.045,2.38
2024/1/2 20:00,11.9,8.3,8.34,421.8,12.7,2.2,0.044,0.172,4.94
2024/1/3 4:00,1,7.98,11.47,932.5,4.2,2.2,1.25,0.045,24.54
2024/1/3 4:00,6,8.56,11.11,369,3.3,2.2,0.032,0.026,0.62
2024/1/3 4:00,4.2,8.71,15.8,1053.3,6.1,2.2,0.057,0.025,7.77
2024/1/3 8:00,1,7.96,11.39,921.2,4,2.2,1.25,0.045,24.54
2024/1/3 8:00,5.9,8.55,11.1,370.2,3,2.2,0.032,0.026,0.62
2024/1/3 8:00,3.9,8.69,15.29,1054.3,7.1,2.2,0.064,0.025,7.77
2024/1/3 12:00,10.6,7.87,9.09,339.6,41.6,2.2,0.13,0.09,1.88
2024/1/3 12:00,17.2,7.81,9.25,1490.8,3.2,2.2,0.117,0.063,2.7
2024/1/3 16:00,6.6,8.23,13.47,884.8,6.9,2.2,0.177,0.092,10.3
2024/1/3 16:00,3.7,7.99,13.51,454.8,10.6,2.2,0.025,0.019,2.13
2024/1/3 16:00,2,7.16,5.7,900.9,13.1,2.2,0.551,0.068,11.11
2024/1/3 16:00,8.4,8.18,10.9,388.8,5.9,2.2,0.076,0.032,2.32
2024/1/3 20:00,3.4,7.99,13.14,457.4,10.7,2.2,0.025,0.018,2.08
2024/1/3 20:00,8.1,6.59,10.54,186.1,38.1,2.2,0.082,0.035,2.54
2024/1/4 0:00,3.5,8,13.75,451.8,10.6,2.2,0.025,0.018,2.08
2024/1/4 0:00,8,6.51,10.39,185.7,37.6,2.2,0.097,0.035,2.54
2024/1/1 4:00,1.7,8.14,12.45,629.5,1.5,2.2,0.025,0.021,5.19
2024/1/4 4:00,2.8,7.44,13.58,469.9,5.9,2.2,0.167,0.025,10.89
2024/1/4 8:00,1,8.24,12.48,490.3,1.2,2.2,0.025,0.005,1.9
2024/1/4 8:00,4.6,7.94,11.08,815.3,3.8,2.2,0.025,0.005,3.75
2024/1/4 8:00,7,8.22,10.58,463.9,2.9,2.2,0.131,0.014,0.61
2024/1/4 8:00,20.6,7.45,9.53,189.8,49.8,2.2,0.025,0.048,1.42
2024/1/1 8:00,9.6,8.03,12.27,255.4,3.3,2.2,0.066,0.043,2.07
2024/1/1 8:00,7,7.89,11.59,282.4,29.9,2.2,0.24,0.031,1.79
2024/1/1 8:00,2.7,7.65,16.4,833.4,3.3,2.2,0.025,0.012,24.09
2024/1/1 8:00,10.3,8.15,10,619.3,29.7,2.2,0.185,0.09,3.92
2024/1/1 12:00,2,7.17,11.65,251.4,8.2,2.2,0.091,0.046,2.42
2024/1/1 12:00,8.9,7.92,10.14,407.5,11.4,2.2,0.194,0.056,1.66
2024/1/1 12:00,10.7,8.27,10.54,652.6,20.2,2.2,0.194,0.084,4
2024/1/1 16:00,4,8.04,13.91,446.2,10.6,2.2,0.025,0.015,2.04
2024/1/1 16:00,10.6,8.01,12.12,253.2,2.4,2.2,0.08,0.04,1.78
2024/1/1 16:00,14.2,7.91,9.88,183.2,11.8,2.2,0.031,0.072,2.5
2024/1/1 16:00,10.4,7.57,9.78,348.3,24.6,2.2,0.078,0.025,2.32
2024/1/1 16:00,15.9,7.72,9.42,432,16.8,2.2,0.039,0.022,1.13
2024/1/1 16:00,10.6,7.7,9.33,397.1,3.3,2.2,0.073,0.029,0.75
2024/1/1 20:00,1.3,8.41,10.23,1010.9,9.2,2.2,0.025,0.041,8.33
2024/1/1 20:00,10.7,6.84,10.59,240,7.1,2.2,0.201,0.084,2.47
2024/1/1 20:00,1.1,8.27,11.16,1784.3,3.3,2.2,0.419,0.042,5.23
2024/1/2 0:00,1.2,8.35,10.7,1002.2,4.7,2.2,0.025,0.041,8.33
2024/1/1 20:00,10.7,6.84,10.59,240,7.1,2.2,0.201,0.084,2.47
2024/1/2 0:00,1.1,8.26,11.04,1781,2.9,2.2,0.419,0.042,5.23
,10,7.73,9.85,510.1,7.9,2.2,0.5,0.058,5.07
,11.4,7.9,11.82,749,5.8,2.2,0.067,0.022,2.21
2024/1/2 8:00,4.7,8.06,11.49,808,4.8,2.2,0.092,0.005,3.74
2024/1/2 8:00,1.6,7.92,11.81,712,2.5,2.2,0.518,0.103,11.89
2024/1/2 8:00,8.9,8.26,12.36,515.9,33.2,2.2,0.07,0.084,3.69
2024/1/2 8:00,17.7,7.08,7.47,241.3,12.4,2.2,0.223,0.122,2.6
2024/1/2 8:00,4.3,8.4,10.85,470,250.7,2.2,0.034,0.005,1.24
2024/1/2 12:00,8.4,7.6,10.56,342.1,16.4,2.19,0.177,0.025,3.93
2024/1/2 12:00,7.1,7.78,9.28,453,16.9,2.19,0.025,0.052,1.8
2024/1/2 16:00,8.7,7.81,11.09,249.6,3.5,2.19,0.07,0.044,2.98
2024/1/2 16:00,17,7.15,8.56,147.1,11.6,2.19,0.041,0.067,2.1
2024/1/2 20:00,1.2,8.58,17.81,475.7,4.1,2.19,0.025,0.02,7.46
2024/1/2 20:00,6.7,7.9,12.93,419.9,68.5,2.19,0.048,0.01,1.09
2024/1/2 20:00,13.8,8.54,14.17,163.5,8.6,2.19,0.025,0.064,1.26
2024/1/2 20:00,12.7,6.64,5.07,209.7,15.4,2.19,0.025,0.026,2.56
2024/1/2 20:00,12.7,7.38,4.99,545.4,1.7,2.19,0.025,0.047,1.44
2024/1/2 20:00,1.2,8.58,17.81,475.7,4.1,2.19,0.025,0.02,7.46
2024/1/3 0:00,6.6,7.88,12.99,415.1,65.5,2.19,0.048,0.01,1.09
2024/1/3 0:00,14,8.59,13.99,164.6,6,2.19,0.025,0.064,1.26
2024/1/3 0:00,12.1,6.65,5.15,209.5,16,2.19,0.025,0.026,2.56
2024/1/3 0:00,12.6,7.38,4.92,530.5,1.7,2.19,0.025,0.047,1.44
2024/1/3 4:00,4.7,8.65,12.64,1157.4,20.8,2.19,0.126,0.045,4.36
2024/1/3 0:00,10.3,7.99,9.91,465.7,5.8,2.19,0.898,0.044,3.08
2024/1/3 4:00,13,7.55,5.15,601.7,26.8,2.19,1.913,0.127,8.05
2024/1/3 4:00,10.2,7.91,6.95,404.8,9.1,2.19,0.059,0.174,5.23
2024/1/3 4:00,1.2,8.35,9.6,881,25.3,2.19,0.602,0.056,3.94
2024/1/3 8:00,4.4,8.68,12.51,1156.6,21.5,2.19,0.126,0.045,4.36
2024/1/3 4:00,13,7.55,5.15,601.7,26.8,2.19,1.913,0.127,8.05
2024/1/3 4:00,10.2,7.91,6.95,404.8,9.1,2.19,0.059,0.174,5.23
2024/1/3 8:00,1.2,8.34,9.49,907.1,20.6,2.19,0.602,0.056,3.94
2024/1/3 12:00,11.7,7.91,10.02,372,82.5,2.19,0.025,0.082,1.49
2024/1/3 12:00,4.4,8.79,12.81,1157.2,23.1,2.19,0.114,0.047,4.37
2024/1/3 12:00,13.1,8.19,8.82,663.9,5.4,2.19,0.071,0.126,5.5
2024/1/3 16:00,2.2,8.21,11,1271.8,36.6,2.19,0.118,0.037,4.43
2024/1/3 16:00,6.8,8.17,10.06,819,16,2.19,0.959,0.138,6.96
2024/1/3 20:00,1.3,8.24,12.06,473.5,1.8,2.19,0.025,0.005,1.83
2024/1/3 20:00,4,8.2,14.03,818.4,17.4,2.19,0.025,0.019,10.47
2024/1/3 20:00,1.8,8.13,12.28,628.1,1.6,2.19,0.025,0.018,5.11
2024/1/3 20:00,10.5,7.88,10.38,598.2,1.2,2.19,0.025,0.074,3.62
2024/1/4 0:00,1.2,8.24,12.22,479.1,3.4,2.19,0.025,0.005,1.83
2024/1/4 0:00,4,8.05,13.79,827.6,15.1,2.19,0.025,0.019,10.47
2024/1/4 0:00,1.8,8.13,12.26,627.7,1.5,2.19,0.025,0.018,5.11
2024/1/4 0:00,10.4,7.87,9.36,604.1,1.3,2.19,0.025,0.074,3.62
2024/1/1 4:00,17.1,7.13,8.34,158.4,28.4,2.19,0.117,0.062,1.81
2024/1/1 4:00,9.3,7.37,12.12,125.6,13.5,2.19,0.025,0.036,2.16
2024/1/4 4:00,1.8,7.97,10.13,821.5,15.8,2.19,0.505,0.053,8.4
2024/1/4 4:00,8.7,8.12,10.07,795,9,2.19,1.212,0.119,6.91
2024/1/4 8:00,7.9,7.79,11.22,515.1,25.3,2.19,0.073,0.043,3.84
2024/1/4 8:00,10.4,7.86,9.94,330.5,2.8,2.19,0.274,0.111,2.83
2024/1/4 8:00,1.1,8.25,10.97,1724.4,3.9,2.19,0.686,0.049,5.69
2024/1/4 8:00,5.1,8.39,10.6,467.2,89.1,2.19,0.033,0.005,1.13
2024/1/1 8:00,1.3,8.24,12.33,483.5,1.1,2.19,0.025,0.005,1.9
2024/1/1 8:00,8.6,7.75,10.72,246.8,2.9,2.19,0.067,0.042,2.98
2024/1/1 8:00,12.5,6.83,8.4,489.2,12.5,2.19,0.522,0.023,2.4
2024/1/1 8:00,12,8.09,8.23,1558.6,11.1,2.19,0.253,0.038,2.79
2024/1/1 12:00,6.8,7.84,10.09,695.6,1.4,2.19,0.123,0.021,1.23
2024/1/1 12:00,15.9,8.89,9.61,346.9,109.8,2.19,0.048,0.083,3.12
2024/1/1 12:00,13.3,7.79,8.76,329.4,4.4,2.19,0.025,0.051,1.86
2024/1/1 12:00,14.8,8.38,8.65,665.6,76.6,2.19,0.591,0.134,5.6
2024/1/1 12:00,17.5,6.99,9.01,106.2,108,2.19,0.025,0.046,2.09
2024/1/1 16:00,1.3,8.27,11.14,1779.1,5.5,2.19,0.424,0.045,5.3
2024/1/1 20:00,1.8,8.14,12.38,628.1,1.7,2.19,0.025,0.021,5.13
2024/1/1 20:00,5.4,8.14,9.41,1037.3,19,2.19,0.301,0.033,5.79
2024/1/1 20:00,7.7,8,10.22,390,7.7,2.19,0.085,0.037,2.28
2024/1/2 0:00,1.8,8.14,12.37,627.8,1.5,2.19,0.025,0.021,5.13
2024/1/2 0:00,7.5,8,10.23,390.9,7.3,2.19,0.085,0.037,2.28
,5.3,7.83,9.37,692.6,1.3,2.19,0.134,0.021,1.11
,3.5,7.7,13.85,604.5,22.1,2.19,0.025,0.035,1.13
,12.8,7.69,9.69,184,10.3,2.19,0.025,0.069,2.44
,19.8,7.02,8.76,1508.8,31.7,2.19,0.694,0.045,2.5
,13,8.25,6.45,653.5,8.3,2.19,0.376,0.093,5.27
2024/1/2 8:00,19.6,6.95,8.73,1321.6,28.9,2.19,0.655,0.052,2.57
2024/1/2 8:00,0.8,8.34,12.04,1356.1,22.9,2.19,0.044,0.005,3.5
2024/1/2 12:00,1.8,8.14,12.38,627.8,2.3,2.18,0.025,0.023,5.13
2024/1/2 12:00,0.9,8.16,14.6,993,5.9,2.18,1.098,0.048,23.7
2024/1/2 12:00,8.1,7.55,12.09,344.5,2,2.18,0.193,0.021,3.19
2024/1/2 12:00,4.7,7.81,12.46,1187.2,1.9,2.18,0.047,0.033,18.18
2024/1/2 12:00,12,8.08,8.44,1510.3,8.8,2.18,0.307,0.042,2.77
2024/1/2 12:00,13.2,7.79,8.85,335.6,4,2.18,0.025,0.051,1.76
2024/1/2 16:00,9.7,8.25,12.65,544.3,5.4,2.18,0.025,0.029,3.47
2024/1/2 16:00,13.7,8.31,9.22,662.4,6,2.18,0.078,0.137,5.66
2024/1/2 16:00,1.5,8.34,9.75,863.6,33.8,2.18,0.409,0.045,3.08
2024/1/2 20:00,6.2,7.76,8.8,715.3,1.5,2.18,0.126,0.021,1.48
2024/1/2 20:00,14.5,7.33,9.43,45.5,0.5,2.18,0.094,0.008,0.27
2024/1/2 20:00,0.7,8.46,11.28,1265.3,166.6,2.18,0.192,0.102,7.07
2024/1/3 0:00,5.6,7.81,9.15,698.9,2,2.18,0.126,0.021,1.48
2024/1/3 0:00,14.2,7.34,9.51,45.5,0.5,2.18,0.094,0.008,0.27
2024/1/3 0:00,0.7,8.49,11.3,1276.2,111.2,2.18,0.192,0.102,7.07
2024/1/3 4:00,7.7,6.98,11.49,295.9,30.3,2.18,0.141,0.028,2.64
2024/1/3 4:00,13.3,8.35,6.49,666.2,7.4,2.18,0.025,0.083,4.56
2024/1/3 4:00,7.7,6.98,11.49,295.9,30.3,2.18,0.141,0.028,2.64
2024/1/3 8:00,12.9,8.32,6.65,665.8,7.2,2.18,0.025,0.083,4.56
2024/1/3 12:00,4.8,7.64,7.84,827.4,5,2.18,0.055,0.022,5.5
2024/1/3 12:00,6.5,7.12,9.68,127.1,3.3,2.18,0.025,0.016,1.41
2024/1/3 12:00,12.8,7.64,9.51,147,2.4,2.18,0.034,0.014,0.75
2024/1/3 12:00,11.4,7.61,9.88,391.5,11.2,2.18,0.025,0.045,1.54
2024/1/3 12:00,1.2,8.29,11.35,1714.8,6,2.18,0.53,0.049,5.87
2024/1/3 16:00,2.8,8.58,12.81,1289.6,9,2.18,0.025,0.005,9.65
2024/1/3 16:00,10.6,7.88,9.18,340.5,43.8,2.18,0.129,0.085,1.88
2024/1/3 16:00,12.5,7.88,9.75,212.4,12.9,2.18,0.11,0.039,1.22
2024/1/3 16:00,1.2,8.28,11.22,1719.6,7.8,2.18,0.502,0.051,5.5
2024/1/3 20:00,2,7.27,7.09,308.4,10.1,2.18,0.24,0.071,2.17
2024/1/3 20:00,10.3,7.86,12.08,252,2.6,2.18,0.088,0.099,2.05
2024/1/4 0:00,2,7.27,7.1,310.3,10,2.18,0.24,0.071,2.17
2024/1/3 20:00,10.3,7.86,12.08,252,2.6,2.18,0.088,0.099,2.05
2024/1/1 4:00,1.7,7.42,14.3,337.9,3.9,2.18,0.506,0.072,3.04
2024/1/1 4:00,6.8,8.89,13.62,439.2,24,2.18,0.025,0.04,1.96
2024/1/1 4:00,10,7.51,9.28,345.6,11,2.18,0.068,0.027,2.34
2024/1/1 4:00,8.5,7.8,11.81,476.2,2.6,2.18,0.025,0.018,2.94
2024/1/1 4:00,11.4,7.91,11.71,891.5,5.8,2.18,0.082,0.026,2.27
2024/1/4 4:00,1.8,7.38,11.37,840.7,10.8,2.18,1.38,0.077,8.08
2024/1/4 4:00,8.3,7.85,9.47,464.8,21.5,2.18,0.124,0.06,3.23
2024/1/4 4:00,10.2,8.18,10.56,444.2,0.8,2.18,0.097,0.032,2.12
2024/1/1 8:00,8.5,7.79,9.72,423.6,15.7,2.18,0.051,0.055,2.71
2024/1/1 12:00,2.5,8.17,11.6,1431.8,31.6,2.18,0.116,0.041,4.1
2024/1/1 12:00,7.8,7.13,11.17,93.1,10.1,2.18,0.028,0.014,1.12
2024/1/1 12:00,11.1,6.85,7.96,59.1,6.9,2.18,0.096,0.025,1.08
2024/1/1 12:00,8.8,7.7,11.13,275.2,21.7,2.18,0.288,0.04,2.45
