监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
2024/1/17 20:00,Ⅱ,7.8,8.48,11.12,539.2,12.7,3.86,0.178,0.049,1.72
2024/1/17 20:00,Ⅱ,8.4,8.14,11.45,427.3,8.9,3.64,0.234,0.061,1.55
2024/1/17 20:00,Ⅱ,11.4,7.92,10.42,350.1,34.1,2.02,0.117,0.094,1.82
2024/1/17 20:00,Ⅱ,8.2,7.97,11.35,257.3,20.3,2.64,0.134,0.034,1.98
2024/1/17 20:00,Ⅲ,11.8,7.69,9.86,343.5,63.5,1.34,0.227,0.106,1.91
2024/1/17 20:00,Ⅱ,7.6,7.6,11.78,442,17.1,2.88,0.109,0.051,2.54
2024/1/17 20:00,Ⅱ,8.7,7.78,10.92,489.1,28.5,2.13,0.092,0.041,3.15
2024/1/17 20:00,Ⅱ,8,7.97,12.46,710.8,11,3.41,0.074,0.062,2.3
2024/1/17 20:00,Ⅱ,9.2,8.34,11.02,758.3,5.9,3.3,0.025,0.024,0.5
2024/1/17 20:00,Ⅲ,5.8,7.85,11.32,902.6,15.8,4.81,0.084,0.051,1.16
2024/1/17 20:00,Ⅲ,6.5,8.24,10.86,1455.3,12.9,4.48,0.099,0.079,1.8
2024/1/17 16:00,Ⅱ,8.4,8.03,11.47,740,15.6,2.78,0.064,0.069,2.71
2024/1/17 20:00,Ⅲ,8.6,8.28,9.4,1764.9,8.8,4.76,0.156,0.049,3.63
2024/1/17 20:00,Ⅱ,6.7,8.37,12.66,619.3,5.6,3.12,0.123,0.048,2.56
2024/1/17 20:00,Ⅱ,6.4,8.43,9.98,925.9,7.2,3.56,0.025,0.029,1.24
2024/1/17 20:00,Ⅱ,5.2,8.51,13.18,418.1,5.9,3.37,0.036,0.016,0.55
2024/1/17 20:00,Ⅰ,8.4,8.4,12.6,693.5,10.9,1.63,0.025,0.018,2.61
2024/1/17 20:00,Ⅲ,4.7,8.42,11.69,748.6,15.9,4.75,0.084,0.029,0.87
2024/1/17 20:00,Ⅱ,8.1,8.38,12.28,602,13.8,2.94,0.193,0.026,2.06
2024/1/17 20:00,Ⅱ,6.8,7.99,10.9,626.1,16.3,3.9,0.134,0.047,4.26
2024/1/17 20:00,Ⅱ,12.2,7.94,10.1,311.3,24.1,1.35,0.076,0.089,2.35
2024/1/17 20:00,Ⅲ,8.1,7.64,8.94,853,8.7,2.93,0.547,0.178,3.23
2024/1/17 20:00,Ⅲ,7.9,8.22,8.81,663.3,28.2,5.42,0.253,0.085,3.45
2024/1/17 20:00,Ⅱ,7.5,7.74,10.55,334.6,23.1,1.95,0.096,0.052,2.69
2024/1/17 20:00,Ⅱ,7.2,7.6,10.71,365.5,12.3,2.13,0.026,0.044,3.1
2024/1/17 16:00,Ⅲ,6.3,8.2,9.98,2168.9,13.7,4.51,0.091,0.044,1.75
2024/1/17 20:00,Ⅲ,6.9,7.82,10.08,1053.3,5.9,5.34,0.054,0.04,1.03
2024/1/17 20:00,Ⅱ,5.3,8.56,10.59,1538.6,3.6,3.08,0.037,0.024,0.39
2024/1/17 20:00,Ⅱ,11.3,7.27,10.48,399.3,16.6,3.4,0.25,0.063,2.45
2024/1/17 20:00,Ⅱ,12.4,8,10.36,370.8,20.4,1.71,0.106,0.088,1.79
2024/1/17 20:00,Ⅲ,6.9,8.35,11.77,241.3,18.8,3.59,0.041,0.041,0.69
2024/1/17 20:00,Ⅱ,9.3,8.12,11.13,385,11.4,2.81,0.052,0.071,1.69
2024/1/17 20:00,Ⅴ,5.8,8.14,11.89,284.6,189.4,5.55,0.025,0.114,1.09
2024/1/17 20:00,Ⅱ,7.3,7.63,11.59,157.7,21.9,2.45,0.025,0.015,0.46
2024/1/17 12:00,Ⅱ,10.6,7.74,10.32,357.2,56.3,1.28,0.056,0.074,1.79
2024/1/17 20:00,Ⅱ,9.7,8.14,11,393.3,24.8,1.92,0.045,0.092,1.61
2024/1/17 20:00,Ⅰ,11.4,7.31,9.06,91.7,2.2,1.34,0.025,0.008,0.36
2024/1/17 20:00,Ⅱ,6.7,7.84,11.89,213,51.9,2.45,0.042,0.02,0.64
2024/1/17 20:00,Ⅴ,5.3,8.11,11.91,296,282.4,5.86,0.025,0.106,0.13
2024/1/17 20:00,Ⅴ,5.1,8.26,12.56,287.4,199.2,2.65,0.025,0.109,0.47
2024/1/17 20:00,Ⅰ,10,7.86,12.57,156.2,5.9,1.52,0.025,0.017,0.89
2024/1/17 20:00,Ⅱ,8.1,8.41,11.68,231.4,237.2,2.95,0.079,0.028,1.25
2024/1/17 20:00,Ⅰ,8.5,7.3,11.97,165.1,5.1,1.24,0.039,0.018,1.55
2024/1/17 20:00,Ⅱ,9.5,7.28,10.6,178.4,8.7,2.22,0.221,0.095,3.48
2024/1/17 20:00,Ⅱ,7.6,7.14,12.25,72,31.8,0.94,0.025,0.029,2.75
2024/1/17 20:00,Ⅲ,9.8,7.24,11.85,258.4,5.9,4.16,0.295,0.075,3.85
2024/1/17 20:00,Ⅱ,8.4,7.74,10.85,336.7,16,3,0.13,0.09,4.42
2024/1/17 20:00,Ⅰ,10.4,7.52,10.03,101.2,1.8,1.41,0.041,0.008,0.32
2024/1/17 20:00,Ⅱ,7.8,7.65,11.28,251.2,7.6,2.52,0.035,0.044,3.27
2024/1/17 20:00,Ⅲ,8.4,7.61,8.06,1242.9,34.7,5.78,0.358,0.168,7.31
2024/1/17 20:00,Ⅲ,7.3,8.2,10.72,509.6,13.9,5.11,0.253,0.057,1.2
2024/1/17 16:00,Ⅱ,7.2,8.33,12.29,715.6,9.3,3.88,0.064,0.078,2.47
2024/1/17 20:00,Ⅲ,7.2,8.13,10.68,953.5,19,5.68,0.92,0.116,6.72
2024/1/17 20:00,Ⅲ,8.7,7.83,11.06,1020,35.5,5.03,0.442,0.067,5.99
2024/1/17 20:00,Ⅲ,8.8,7.59,7.61,455.5,22.2,3.85,0.812,0.19,2.93
2024/1/17 20:00,Ⅲ,7.6,8.05,10.5,1033.4,27.3,5.09,0.149,0.067,8.09
2024/1/17 20:00,Ⅱ,6.8,8.15,11.38,1017,4.7,3.93,0.492,0.093,7.03
2024/1/17 20:00,Ⅱ,6.8,8.33,11.75,949,5.9,3.66,0.339,0.079,4.5
2024/1/17 20:00,Ⅲ,6,8.53,13.33,2497.9,12.3,5.03,0.432,0.142,9.26
2024/1/17 20:00,Ⅲ,7.6,8.04,11.96,577.7,27,3.47,0.177,0.111,4.4
2024/1/17 20:00,Ⅲ,6.3,8.06,10.62,1096.8,6.5,3.72,0.628,0.114,7.54
2024/1/17 20:00,Ⅲ,6.9,8.01,9.44,591,4.2,4.37,0.03,0.031,0.91
2024/1/17 20:00,Ⅱ,8.4,8.05,9.93,1088.4,3.7,3.03,0.349,0.053,7.48
2024/1/17 20:00,Ⅲ,6,8.12,10.22,1780,17.1,4.43,0.155,0.042,2.95
2024/1/17 20:00,Ⅱ,6.9,8.15,10.74,1276.2,3.8,3.45,0.051,0.047,3.73
2024/1/17 20:00,Ⅲ,6,8.08,10.18,1166.3,10.5,4.92,0.152,0.041,1.19
2024/1/17 20:00,Ⅱ,6.6,7.59,11.1,1021.6,4.6,3.6,0.072,0.037,1.63
2024/1/17 20:00,Ⅲ,6.2,7.65,8.34,444.7,79.8,3.36,0.148,0.109,1.88
2024/1/17 20:00,Ⅱ,7.6,7.14,11.66,169.8,4,2.19,0.025,0.017,1.07
2024/1/17 20:00,Ⅱ,8.2,8.8,12.76,174.4,113,2.96,0.028,0.03,1.68
2024/1/17 20:00,Ⅱ,7.4,8.08,13.27,243,40.1,2.49,0.031,0.041,0.68
2024/1/17 20:00,Ⅱ,8,7.55,11.52,339.9,18.9,2.71,0.276,0.019,3.46
2024/1/17 20:00,Ⅰ,9.2,7.3,10.11,89.3,2,1.4,0.066,0.009,0.7
2024/1/17 20:00,劣Ⅴ,5.8,9.44,14.66,160.8,2.8,3.49,0.025,0.041,0.95
2024/1/17 20:00,Ⅰ,7.9,7.24,11.65,196.3,2.6,0.99,0.061,0.014,1.69
2024/1/17 16:00,Ⅲ,6.8,8.2,10.77,1422.7,21.7,4.66,0.32,0.061,2.78
2024/1/17 20:00,Ⅲ,6.4,8.12,8.23,1448.8,7.4,4.31,0.17,0.055,3.09
2024/1/17 20:00,Ⅲ,7,7.8,11.64,1722.5,30.5,4,0.302,0.109,6.33
2024/1/17 20:00,Ⅱ,7.3,8.24,10.45,1364.3,6.5,3.79,0.317,0.073,3.51
2024/1/17 20:00,Ⅲ,6.9,8.15,10.06,855.4,6.6,4.97,0.042,0.037,0.81
2024/1/17 16:00,Ⅱ,10.1,7.74,8.05,375,3.4,0.85,0.025,0.03,1.74
2024/1/17 20:00,Ⅰ,8.3,7.74,11.89,250.3,6.6,1.27,0.025,0.014,1.55
2024/1/17 20:00,Ⅲ,7.8,7.14,10.05,305.4,36.8,3.13,0.588,0.082,2.8
2024/1/17 20:00,Ⅰ,7.9,7.94,11.67,262.9,29.2,0.87,0.065,0.016,2.12
2024/1/17 20:00,Ⅰ,10.2,7.97,10.79,188.1,1.9,1.06,0.025,0.007,0.91
2024/1/17 20:00,Ⅱ,8.1,7.68,11.12,253.4,37.8,1.97,0.113,0.043,1.79
2024/1/17 20:00,Ⅲ,7.4,7.39,10.53,229.7,31.6,2.72,0.025,0.028,1.26
2024/1/17 20:00,Ⅱ,10.7,7.7,10.5,290,58.8,1.65,0.264,0.069,2.82
2024/1/17 20:00,Ⅱ,9.3,7.04,10.25,136,28,1.98,0.03,0.034,1.67
2024/1/17 20:00,Ⅲ,7.7,7.67,10.7,189.1,12.4,1.6,0.142,0.132,2.81
2024/1/17 20:00,Ⅳ,9.8,7.2,8.75,389.3,29.8,5.94,1.026,0.136,5.1
2024/1/17 20:00,Ⅱ,8.6,7.66,10.41,626.5,4,2.98,0.04,0.022,2.95
2024/1/17 20:00,Ⅱ,8.9,7.76,9.3,269.9,19.5,1.62,0.058,0.037,2.31
2024/1/17 16:00,Ⅲ,15.1,7.33,8.6,3012.1,127.6,2.67,0.145,0.149,3.08
2024/1/17 20:00,Ⅱ,14,8.13,9.27,15325.2,73.2,2.72,0.302,0.073,3.79
2024/1/17 16:00,Ⅳ,14,7.37,9.98,137.3,50.8,4.46,0.56,0.209,2.22
2024/1/17 16:00,Ⅲ,14.3,7.25,9.78,134.1,70.5,2.54,0.233,0.108,2.23
2024/1/17 20:00,Ⅱ,15,7.33,9.92,52.1,8.5,1.62,0.025,0.023,0.89
2024/1/17 20:00,Ⅱ,15.8,6.75,7.22,130.6,2.1,2.09,0.036,0.064,2.26
2024/1/17 20:00,劣Ⅴ,18.7,5.9,8.61,215,9.1,0.64,0.05,0.067,0.89
2024/1/17 16:00,Ⅲ,15.3,7.06,8.84,139.9,2.5,1.42,0.054,0.138,2.86
2024/1/17 16:00,Ⅱ,15,8.91,12.28,10417.3,20.5,2.34,0.125,0.075,1.74
2024/1/17 16:00,Ⅰ,11.1,6.58,10.81,79.4,9.9,1.12,0.071,0.019,1.08
2024/1/17 16:00,Ⅲ,11.5,7.31,10.9,99.1,4.9,2.41,0.269,0.11,1.82
2024/1/17 20:00,Ⅱ,13.3,6.62,8.49,125.4,2.6,1.03,0.076,0.026,1.55
2024/1/17 20:00,Ⅱ,14.3,7.03,8.85,175.9,3.2,1.05,0.172,0.053,2.16
2024/1/17 16:00,Ⅲ,14.8,6.6,8.02,272.7,5,1.8,0.345,0.135,2.59
2024/1/17 16:00,Ⅱ,7.9,6.92,13.11,77.1,3,1.42,0.097,0.062,1.4
2024/1/17 16:00,Ⅰ,16.9,7.08,7.84,120.5,4.4,0.8,0.074,0.016,0.77
2024/1/17 20:00,Ⅱ,14.3,7.2,7.37,135.3,7.5,2.3,0.223,0.061,1.54
2024/1/17 20:00,Ⅲ,16.8,7.31,8.88,201,2.2,1.37,0.688,0.144,3.05
2024/1/17 20:00,Ⅱ,18.1,7.13,7.33,167.7,2.1,1.1,0.025,0.015,2.04
2024/1/17 20:00,Ⅲ,17.6,6.5,7.26,195.6,8.7,2.05,0.239,0.142,4.46
2024/1/17 20:00,Ⅲ,17.6,6.72,5.36,174.9,22.7,2.36,0.436,0.168,4.42
2024/1/17 16:00,Ⅳ,17.5,6.89,4.85,186.7,3.4,0.41,0.261,0.144,4.63
2024/1/17 20:00,Ⅱ,15.4,7.22,8.76,338.6,21,1.44,0.025,0.094,2.42
2024/1/17 20:00,Ⅲ,17.7,6.95,9.28,233.8,2.2,1.62,0.054,0.115,2.47
2024/1/17 20:00,Ⅳ,15.6,6.89,9.45,264,37.9,2.21,0.333,0.264,7.95
2024/1/17 20:00,Ⅱ,16.4,7.36,9.54,199.7,41,1.08,0.038,0.07,1.8
2024/1/17 20:00,Ⅲ,18.4,6.38,8.35,403.6,94,5.26,0.754,0.115,4.57
2024/1/17 20:00,Ⅲ,16.3,7.33,7.03,17156.7,26.6,5.09,0.834,0.163,4.11
2024/1/17 20:00,Ⅲ,18.7,7.16,5.41,236.3,7.4,2.52,0.189,0.155,4.06
2024/1/17 20:00,Ⅴ,17.2,6.59,9.82,3283.3,9.8,4.22,1.655,0.343,5.91
2024/1/17 20:00,Ⅱ,14.5,7,6.18,307.8,10.3,1.85,0.334,0.099,2.56
2024/1/17 16:00,Ⅲ,14.3,7.01,7.71,238.2,11.9,1.42,0.435,0.101,2.81
2024/1/17 16:00,Ⅱ,10.8,7.02,11.23,66.4,7.7,1.41,0.133,0.081,1.73
2024/1/17 20:00,Ⅱ,11.9,7.17,10.4,66.5,15.6,1.08,0.06,0.036,1.61
2024/1/17 20:00,Ⅱ,13.7,6.3,10.05,70.7,26.9,1.89,0.191,0.053,1.58
2024/1/17 16:00,Ⅱ,13.7,6.99,8.82,152.4,11.7,1.52,0.35,0.046,1.74
2024/1/17 20:00,Ⅱ,14,6.86,9.12,81.9,8.6,1.53,0.05,0.033,0.84
2024/1/17 20:00,Ⅱ,12.7,6.8,10.17,103.9,2.6,1.82,0.138,0.08,1.5
2024/1/17 16:00,Ⅱ,13.3,7.4,9.38,124.7,7.2,1.88,0.139,0.072,1.83
2024/1/17 20:00,Ⅱ,10.9,7.22,10.92,66.5,21.8,1.37,0.143,0.036,1.33
2024/1/17 20:00,Ⅱ,11.5,7.86,13.38,240.3,7.8,1.81,0.069,0.069,1.75
2024/1/17 16:00,Ⅲ,15.3,6.92,8.74,2781.9,39.9,1.08,0.064,0.112,2.18
2024/1/17 20:00,Ⅱ,16.3,6.52,9.72,52.7,10.8,1.06,0.025,0.057,1.23
2024/1/17 20:00,Ⅲ,13.4,7.31,10.43,59.6,11.3,1.36,0.082,0.116,2.12
2024/1/17 20:00,Ⅱ,15.2,7.17,8.67,152.4,2.7,2.44,0.086,0.053,1.79
2024/1/17 16:00,Ⅱ,13.3,6.41,9.87,45.9,16,1.38,0.196,0.091,1.36
2024/1/17 20:00,Ⅱ,8.9,7.3,10.96,145.2,31.7,2.85,0.025,0.036,2.19
2024/1/17 20:00,Ⅲ,11,7.52,11.14,179.3,29,4.01,0.025,0.028,1.42
2024/1/17 16:00,Ⅲ,7.7,7.15,10.05,265.9,23.6,3.48,0.403,0.102,3.84
2024/1/17 16:00,Ⅱ,9,7.26,11.94,248.4,41.4,1.9,0.029,0.026,1.76
2024/1/17 20:00,Ⅱ,9.5,7.04,9.5,281.5,10.3,2.22,0.2,0.03,3.1
2024/1/17 16:00,Ⅱ,8.2,8.16,13.26,150.3,7.5,2.12,0.025,0.051,2.09
2024/1/17 20:00,Ⅱ,9.5,7.87,10.9,160.3,18.3,3.29,0.228,0.07,1.94
2024/1/17 16:00,Ⅱ,13.1,7.53,8.68,202.8,56.3,2.55,0.115,0.058,2.05
2024/1/17 20:00,Ⅱ,11.9,7.47,10.1,336.9,17.8,2.89,0.131,0.047,1.85
2024/1/17 20:00,Ⅱ,11.8,6.68,9,747.8,12.3,2.96,0.466,0.035,2.69
2024/1/17 16:00,Ⅲ,10.3,6.73,8.53,240.3,44.2,2.93,0.443,0.136,3.41
2024/1/17 16:00,Ⅱ,11,7.07,9.55,113.9,28.5,2.41,0.025,0.05,2.6
2024/1/17 20:00,Ⅱ,9.5,7.66,7.16,377.5,3.8,2.21,0.145,0.046,1.32
2024/1/17 20:00,Ⅲ,7,7.75,12.78,446,4.9,2,0.469,0.118,3.92
2024/1/17 20:00,Ⅱ,12.9,7.82,9.41,451.7,2.3,1.84,0.26,0.049,3.87
2024/1/17 20:00,Ⅱ,11,7.63,9.07,304.5,9.4,1.55,0.135,0.079,2.02
2024/1/17 20:00,Ⅲ,6.7,7.47,5.59,558.4,9.9,1.35,0.33,0.074,3.3
2024/1/17 20:00,Ⅱ,9.5,6.94,11.01,257.7,49.2,2.6,0.135,0.051,2.53
2024/1/17 20:00,Ⅱ,8,7.53,10.4,146.4,47.2,1.75,0.076,0.046,1.8
2024/1/17 16:00,Ⅱ,13.1,8.3,9.81,417.1,20.6,2.37,0.029,0.082,2.28
2024/1/17 16:00,Ⅱ,12.9,8.35,9.44,402.4,36.4,1.86,0.038,0.1,1.74
2024/1/17 16:00,Ⅲ,19.4,7.85,7.66,232.6,153.3,1.88,0.127,0.035,2.56
2024/1/17 16:00,Ⅳ,8.2,7.2,10.44,318.9,93.4,2.59,0.087,0.063,3.04
2024/1/17 20:00,Ⅱ,7.7,7.13,11.43,202.2,25,3.54,0.278,0.06,2.17
2024/1/17 16:00,Ⅰ,10.3,6.98,10.97,142.6,4.8,1.39,0.107,0.016,0.83
2024/1/17 20:00,Ⅰ,11.6,7.34,8.29,112.9,1,1.12,0.025,0.007,0.59
2024/1/17 20:00,Ⅰ,12.7,7.65,10.71,344.4,1.4,0.25,0.025,0.005,0.28
2024/1/17 20:00,Ⅳ,9.4,7.49,8.1,241.5,53.5,3.45,1.175,0.143,3.23
2024/1/17 20:00,Ⅱ,9.7,7.57,10.45,400.2,4.9,3.33,0.348,0.052,2.33
2024/1/17 20:00,Ⅱ,10.8,7.76,9.51,285.3,22.1,2.5,0.235,0.066,1.89
2024/1/17 20:00,Ⅴ,11.6,8.27,10.06,338.8,9.6,5.97,0.165,0.109,2.43
2024/1/17 20:00,Ⅱ,9.6,7.08,10.28,350.6,13.4,2.78,0.049,0.028,1.52
2024/1/17 20:00,Ⅱ,11.4,7.16,10.67,199.2,6.7,2.47,0.125,0.042,2.12
2024/1/17 20:00,Ⅱ,10.3,7.29,10.8,97.3,18.1,3.2,0.025,0.049,1.6
2024/1/17 20:00,Ⅱ,12.3,7.52,10.51,236.1,8.2,2.49,0.207,0.054,1.55
2024/1/17 20:00,Ⅱ,14.1,7.6,8.51,216.6,2.1,2.22,0.166,0.049,2.07
2024/1/17 20:00,Ⅱ,13.1,7.33,9.74,183.8,3.9,1.61,0.079,0.057,1.95
2024/1/17 16:00,Ⅱ,12.3,7.64,9.09,224.6,9.2,3.07,0.035,0.081,2.67
2024/1/17 20:00,Ⅱ,12.9,7.4,9.28,124.5,6,2.16,0.068,0.062,1.52
2024/1/17 16:00,Ⅱ,13.1,7.69,10.95,130.9,65.8,1.61,0.14,0.087,1.49
2024/1/17 20:00,Ⅱ,12.8,7.57,10.36,145,6.2,2.49,0.073,0.035,0.87
2024/1/17 20:00,Ⅱ,13.1,8.59,10.85,329.6,4.1,2.11,0.052,0.038,1.39
2024/1/17 20:00,Ⅱ,12.9,7.61,9.12,311,13.7,1.57,0.072,0.033,3.04
2024/1/17 20:00,Ⅱ,11.7,7.42,9.2,417.8,55.5,0.85,0.209,0.087,1.3
2024/1/17 16:00,Ⅱ,13.4,7.83,10.55,132.8,74.8,1.54,0.025,0.025,1.17
2024/1/17 20:00,Ⅱ,14.7,7.87,9.75,129,2.7,1.74,0.025,0.023,2.99
2024/1/17 20:00,Ⅱ,9.7,7.02,10.5,214.3,11.4,1.67,0.066,0.055,2.2
2024/1/17 20:00,Ⅱ,12.4,7.28,10.03,227.5,12.8,1.62,0.056,0.04,2
2024/1/17 20:00,Ⅱ,14.5,6.55,10.03,177.4,18,2.14,0.065,0.024,1.8
2024/1/17 20:00,Ⅱ,13.9,7.93,8.98,242,10.2,1.16,0.106,0.03,0.85
2024/1/17 20:00,Ⅱ,11.7,7.45,9.61,168.3,2.2,2.51,0.053,0.037,1.61
2024/1/17 20:00,Ⅱ,12.9,7.47,8.96,198.1,10.8,1.47,0.104,0.037,1.67
2024/1/17 12:00,Ⅴ,11.2,7.6,11.04,240.5,3.9,10.21,0.025,0.024,1.75
2024/1/17 20:00,Ⅱ,10.6,7.27,11.79,294.5,35,2.96,0.025,0.032,1.76
2024/1/17 8:00,Ⅲ,8.8,7.4,10.23,272.2,10.7,3.81,0.2,0.189,2.88
2024/1/17 16:00,Ⅲ,11,7.14,8.88,294.9,16.6,4.41,0.172,0.181,2.36
2024/1/17 16:00,Ⅲ,8.7,6.91,10.43,111.1,49.3,4.26,0.224,0.104,2.29
2024/1/17 16:00,Ⅲ,8.1,7.37,12.52,271.6,22.7,4.64,0.424,0.091,3.02
2024/1/17 16:00,Ⅰ,10.8,6.78,12.96,50.2,0.6,0.54,0.025,0.014,0.67
2024/1/17 20:00,Ⅱ,8.8,7.35,10.48,89.6,10.8,1.72,0.171,0.074,1.52
2024/1/17 20:00,Ⅱ,8,7.23,10.17,121.2,11.6,2.65,0.059,0.032,1.52
2024/1/17 20:00,Ⅱ,8.5,7.2,9.66,135.8,5.8,2.41,0.283,0.075,2.06
2024/1/17 20:00,Ⅱ,7.5,7.52,11.55,107.8,10.1,2.2,0.03,0.072,2.51
2024/1/17 20:00,Ⅲ,5.5,6.44,9.98,192.9,50.2,2.35,0.114,0.048,2.6
2024/1/17 20:00,Ⅲ,9.2,6.72,5.48,195.4,22.6,2.18,0.025,0.015,2.64
2024/1/17 16:00,Ⅱ,11.8,7.44,8.98,315.2,15.3,2.6,0.132,0.079,2.94
2024/1/17 16:00,Ⅴ,10,6.81,9.82,294.3,10,1.76,0.126,0.302,2.8
2024/1/17 16:00,Ⅱ,12.5,7.15,9.64,466.3,25.9,2.26,0.325,0.066,2.72
2024/1/17 20:00,Ⅱ,10.9,7.27,9.06,339.1,8.6,2.86,0.294,0.089,2.88
2024/1/17 16:00,Ⅱ,11.2,6.88,11.12,272.7,37.2,2.77,0.202,0.094,3.03
2024/1/17 20:00,Ⅱ,10.6,7.02,10.04,268.3,10,2.55,0.39,0.099,2.82
2024/1/17 16:00,Ⅱ,10.8,7.14,10.09,287,9,2.56,0.27,0.089,1.74
2024/1/17 16:00,Ⅱ,2,8.39,14.1,1080.7,223.6,2.66,0.147,0.075,3.89
2024/1/17 16:00,Ⅱ,5,8.33,17.97,748.2,14.1,3.6,0.035,0.037,5.42
2024/1/17 16:00,Ⅰ,3.8,8.36,12.65,619.2,4.8,1.69,0.04,0.008,7.1
2024/1/17 20:00,Ⅲ,1.5,8.51,13.93,1175.2,1.6,4.66,0.035,0.032,16.94
2024/1/17 16:00,Ⅱ,3.7,7.67,12.35,177,2,2.63,0.025,0.015,3.12
2024/1/17 16:00,Ⅱ,3.2,8.17,12.23,1057.7,4.2,1.6,0.047,0.024,33.57
2024/1/17 16:00,Ⅱ,2.7,8.16,12.25,384.6,3.6,3.03,0.138,0.019,1.97
2024/1/17 16:00,Ⅳ,4.6,7.86,12.47,1947.5,2.2,5.28,1.038,0.104,14.32
2024/1/17 20:00,Ⅱ,6.1,7.96,13.09,919.9,7.3,2.01,0.028,0.027,29.22
2024/1/17 20:00,Ⅲ,4.7,8.26,12.74,916.8,27,4.17,0.025,0.062,2.64
2024/1/17 20:00,Ⅲ,3.8,8.11,12.74,2067.2,6.8,4.22,0.23,0.005,9.72
2024/1/17 20:00,Ⅲ,4.7,8.4,14.91,687.2,7.4,3.02,0.698,0.085,15.85
2024/1/17 20:00,Ⅱ,5.6,8.37,13.28,946.2,10.6,3.72,0.038,0.024,2.05
2024/1/17 20:00,Ⅳ,6,8.02,13.09,1746.5,6.4,4.63,1.31,0.092,14.37
2024/1/17 16:00,Ⅳ,4.3,8.08,11.26,7244.8,10.1,8.79,0.606,0.074,2.06
2024/1/17 16:00,Ⅲ,4,8.6,14.93,1407.3,10.2,5.22,0.135,0.072,28
2024/1/17 16:00,Ⅳ,5,8.34,13.11,3351,23.2,5.44,0.454,0.248,10.01
2024/1/17 16:00,Ⅱ,4.3,7.93,14.38,1705.4,5.7,3.67,0.214,0.015,10.48
2024/1/17 16:00,Ⅱ,6.3,8.3,13.99,1430.4,11.4,3.34,0.032,0.056,22.58
2024/1/17 20:00,Ⅳ,4.2,7.21,14.87,1024.2,13.7,6.67,0.151,0.066,3.2
2024/1/17 20:00,Ⅲ,4.6,7.2,11.48,1273,45.5,4.15,0.077,0.052,1.9
2024/1/17 20:00,Ⅱ,7.2,7.42,6.72,1469.5,9.9,2.75,0.073,0.033,0.71
2024/1/17 16:00,Ⅲ,5,8.03,11.08,1394.8,4.9,3.83,0.379,0.102,6.33
2024/1/17 20:00,Ⅲ,4.6,8.26,14.78,911.5,11.1,5.16,0.027,0.044,2.1
2024/1/17 16:00,Ⅲ,7.1,7.99,11.03,1313.6,34.5,4.14,0.036,0.028,1.64
2024/1/17 16:00,Ⅱ,6,7.36,13.27,1383.8,17.7,3.67,0.063,0.037,2.95
2024/1/17 20:00,Ⅱ,7.8,7.25,7.64,1348.2,4.4,3.52,0.048,0.029,0.93
2024/1/17 16:00,Ⅱ,4,8.15,10.21,1350.1,4.4,3.79,0.181,0.061,9.92
2024/1/17 16:00,Ⅲ,5.3,8.25,9.71,2038.7,7.2,5.51,0.063,0.04,2.03
2024/1/17 20:00,Ⅲ,4.1,8.06,11.78,1464.9,24.8,4.62,0.24,0.062,6.04
2024/1/17 20:00,Ⅲ,3.5,8.4,12.68,1088.6,6.6,4.56,0.025,0.027,1.34
2024/1/17 20:00,Ⅱ,4.9,8.12,11.46,667.8,3.9,3.61,0.025,0.035,2.28
2024/1/17 20:00,Ⅳ,4.6,8.24,9.24,2362.2,47.2,5.44,1.069,0.246,3.52
2024/1/17 20:00,Ⅲ,7,8.47,12.56,1852.5,4,3.57,0.04,0.114,9.26
2024/1/17 16:00,Ⅲ,11.8,7.84,7.74,2407.9,9.2,4.76,0.091,0.038,1.38
2024/1/17 16:00,Ⅳ,2.7,7.78,13.97,886.9,33.7,4.27,1.076,0.16,8.99
2024/1/17 20:00,Ⅳ,6.4,7.02,14.06,984.6,5.2,6.12,0.787,0.161,7.44
2024/1/17 20:00,Ⅱ,3.3,8.6,17.15,1004.1,5.7,3.78,0.109,0.062,4.97
2024/1/17 16:00,Ⅱ,3.9,8.31,13.95,1251.6,2,2.78,0.025,0.026,9.48
2024/1/17 20:00,Ⅳ,3.6,8.82,15.05,1220.5,8.8,6.6,0.094,*,*
2024/1/17 20:00,Ⅲ,4.9,8.61,12.76,631.6,6.2,5.77,0.142,*,*
2024/1/17 20:00,Ⅱ,4.4,8.12,9.89,890.9,6,3.5,0.144,0.048,11.9
2024/1/17 20:00,Ⅲ,4.3,8,14.64,1029.4,8.2,5.51,0.307,0.107,7.52
2024/1/17 20:00,Ⅱ,4,7.92,16.11,770.1,7,2.43,0.025,0.014,22
2024/1/17 20:00,Ⅲ,5.3,8.5,16.29,840.4,9.6,4.77,0.025,0.046,9.95
2024/1/17 20:00,Ⅱ,4.1,8.13,11.72,512.3,3.6,1.91,0.025,0.021,4.35
2024/1/17 16:00,Ⅱ,2.7,8.24,14.49,1168.3,10.5,2.89,0.084,0.036,4.36
2024/1/17 16:00,Ⅲ,4.3,8.37,14.81,2983.5,6.2,5.43,0.224,0.046,5.76
2024/1/17 16:00,Ⅳ,4.6,8.75,15.76,2473.8,14.2,6.8,0.052,0.117,4.37
